"","Parameters","Per Person EVPPI ($)","Standard Error","Indexed to Overall EVPI","EVPPI for Canada Per Year ($)","EVPPI for Canada over 10 years ($)"
"Set 1",6+7+12+13+56+59,60222.7377067374,1000.40989825964,0.957350900047634,301113688.533687,3011136885.33687
