Monte Carlo All Values Report (MIMIC_CUA_simple.trex),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iteration,"Cost
(Threshold 1 (Usual care))","Cost
(Threshold 4 (SF < 110))","Effectiveness
(Threshold 1 (Usual care))","Effectiveness
(Threshold 4 (SF < 110))","NMB
(Threshold 1 (Usual care))","NMB
(Threshold 4 (SF < 110))","Optimal
Strategy","t_currentage
(Threshold 1 (Usual care))","t_currentage
(Threshold 4 (SF < 110))","t_dischargesurvival_finalscale
(Threshold 1 (Usual care))","t_dischargesurvival_finalscale
(Threshold 4 (SF < 110))","t_hospitalduration
(Threshold 1 (Usual care))","t_hospitalduration
(Threshold 4 (SF < 110))","t_imv
(Threshold 1 (Usual care))","t_imv
(Threshold 4 (SF < 110))","t_imvduration
(Threshold 1 (Usual care))","t_imvduration
(Threshold 4 (SF < 110))","t_lifespan
(Threshold 1 (Usual care))","t_lifespan
(Threshold 4 (SF < 110))","t_ltd
(Threshold 1 (Usual care))","t_ltd
(Threshold 4 (SF < 110))","t_oxygenduration
(Threshold 1 (Usual care))","t_oxygenduration
(Threshold 4 (SF < 110))","t_survive
(Threshold 1 (Usual care))","t_survive
(Threshold 4 (SF < 110))","threshold
(Threshold 1 (Usual care))","threshold
(Threshold 4 (SF < 110))",d_Recovery18to64Cost,d_Recovery65plusCost,d_Recovery18to64CostMean,d_Recovery65plusCostMean,d_LongtermDisabilityUtility,d_Gompertz,d_Age,d_Sex,d_Uniform,d_thresh1_imv_surv,d_thresh1_surv,d_thresh2_imv_surv,d_thresh2_surv,d_thresh3_imv_surv,d_thresh3_surv,d_thresh4_imv_surv,d_thresh4_surv,d_beta_imvDuration_intercept,d_beta_imvDuration_death28,d_beta_imvDuration_age,d_beta_imvDuration_sex,d_beta_imvDuration_logalpha,d_beta_oxygenDuration_intercept,d_beta_oxygenDuration_death28,d_beta_oxygenDuration_imv28,d_beta_oxygenDuration_age,d_beta_oxygenDuration_sex,d_beta_oxygenDuration_logalpha,d_beta_hospitalDuration_intercept,d_beta_hospitalDuration_death28,d_beta_hospitalDuration_imv28,d_beta_hospitalDuration_age,d_beta_hospitalDuration_sex,d_beta_hospitalDuration_logalpha,d_imvDuration,d_oxygenDuration,d_hospitalDuration,d_LTD_riskgroup0,d_LTD_riskgroup1,d_LTD_riskgroup2,d_LTD_riskgroup3,d_LTD_riskgroup4,d_imv1,d_imv2,d_imv3,d_imv4,d_imv5,d_oxygen1,d_oxygen2,d_oxygen3,d_oxygen4,d_oxygen5,d_ward1,d_ward2,d_ward3,d_ward4,d_ward5,d_y1,d_y2,d_y3,d_y4,d_y5,d_thresh1_imv_death,d_thresh2_imv_death,d_thresh3_imv_death,d_thresh4_imv_death,d_LTDmortalityHR,d_dischargeSurvival_shape,d_dischargeSurvival_scale,d_dischargeSurvival,d_dischargeSurvival_ageHR,"Longterm disability
(Threshold 1 (Usual care))","Longterm disability
(Threshold 4 (SF < 110))","IMV duration
(Threshold 1 (Usual care))","IMV duration
(Threshold 4 (SF < 110))","Life expectancy
(Threshold 1 (Usual care))","Life expectancy
(Threshold 4 (SF < 110))"
511,76887.74263,86421.2225,6.297158683,7.534548901,-76887.74263,-86421.2225,Threshold 1 (Usual care),64.81582291,64.91328718,0,0,5.048656293,5.306588615,0.377,0.5442,3.856915238,6.303211271,15.2674169,15.04893871,0.0726,0.1356,4.036090844,4.134431604,0.6122,0.756,1,4,30005.27717,24578.75729,763.1939722,24476.39245,0.322091283,83.09177351,64.91328718,0.448601097,0.499430415,0.423040938,0.622025045,0.093715378,0.626563741,0.572176635,0.83943025,0.6507538,0.759796045,2.441128226,-0.457695657,-0.1591236,-0.030605256,0.00640882,1.757283122,-0.423000306,-0.099462703,-0.053650723,0.014419161,-0.203368944,2.060732047,-0.451829668,-0.051041221,-0.054893863,0.079187043,-0.280742391,14.52370933,4.134431604,5.306588615,0.048464317,0.219826516,0.283505369,0.273683001,0.589542543,5104.887193,5607.705559,4444.700091,4594.285811,3220.750343,5779.385676,3890.202305,2520.725939,2902.282101,3404.297825,1895.612195,1576.589012,2869.164682,1512.857489,1306.749621,15571.99526,22810.05782,9003.081762,7261.114824,5054.438288,0.281385951,0.282251183,0.040674091,0.137950921,1.322765245,0.487144227,14.99681753,61.53044829,1.270892333,0.0726,0.1356,3.856915238,6.303211271,8.463471232,10.38934025
512,69156.67349,83025.38488,5.797622585,6.715343888,-69156.67349,-83025.38488,Threshold 1 (Usual care),64.69204241,64.81695998,0,0,5.112764031,5.348292447,0.26,0.5448,2.74792622,6.099459841,13.39483592,13.74193649,0.061,0.1196,4.561838859,4.641652145,0.5984,0.7036,1,4,29996.98761,26190.39226,3364.385936,26198.72832,0.159929317,82.82990604,64.81695998,0.450778659,0.511144454,0.345324058,0.590419135,0.120635536,0.788060657,0.412143581,0.745914175,0.714992582,0.703457016,2.390266206,-0.454179009,-0.346374301,-0.097747275,0.025313512,1.817961953,-0.352892566,-0.006157657,-0.036477083,0.114335094,-0.220964316,2.029096408,-0.359453638,0.036283355,0.024598484,0.00189065,-0.233595926,23.88456082,4.641652145,5.348292447,0.032639417,0.162949234,0.232670709,0.375247897,0.653766509,7785.20468,4666.927908,4224.961076,4072.101275,3238.727235,3672.118385,4417.729408,1568.013633,2454.375029,1955.069046,2235.458135,1504.228239,1295.751086,1714.597318,1615.374436,28551.0788,12584.07236,3704.27641,8569.722534,3839.620351,0.121584459,0.308402935,0.114921131,0.149793758,1.667492035,0.437861319,9.916969393,67.4683134,1.396313097,0.061,0.1196,2.74792622,6.099459841,7.566585856,8.838226105
513,76996.42664,89769.4835,9.573553213,8.967699602,-76996.42664,-89769.4835,Threshold 1 (Usual care),64.76888446,64.87911586,0,0,5.909378196,5.492410879,0.193,0.5568,1.49400574,4.518005857,17.70375719,17.39615857,0.069,0.1218,4.49758753,4.037793574,0.7722,0.7538,1,4,30000.7896,35499.90198,2406.091781,35501.09071,0.167504093,83.38033155,64.87911586,0.449973927,0.494032119,0.205915254,0.771879604,0.352816043,0.6073531,0.56358721,0.717824392,0.681516559,0.753153103,2.307346111,-0.394296145,-0.257397737,-0.015292774,-0.11114654,1.810247537,-0.435430312,-0.269376734,-0.158100643,0.02364598,-0.210998687,2.129740463,-0.427911011,-0.098720793,0.060630745,0.046471283,-0.231691432,13.34576949,4.037793574,5.492410879,0.064702897,0.172250554,0.315732207,0.365827603,0.587501353,5146.147197,5897.366366,5334.093428,3987.575549,3821.821411,4045.350165,3148.426984,4297.980594,2863.147936,996.4080614,2326.394396,1789.986691,1395.833866,2008.385716,1559.170585,50292.6811,7942.383212,10176.62137,5896.959157,1346.723888,0.197685206,0.29073697,0.295390836,0.1712184,1.369305822,0.458652799,19.56338914,193.3402941,2.027410382,0.069,0.1218,1.49400574,4.518005857,12.5576881,11.93414026
514,90347.20119,86265.52899,9.416352665,4.751832046,-90347.20119,-86265.52899,Threshold 4 (SF < 110),64.60124852,64.72882347,0,0,7.657136341,6.32315091,0.449,0.4514,4.076876113,3.740105654,17.3503698,17.82194548,0.0882,0.0652,5.195444738,4.73717775,0.7896,0.3846,1,4,30064.84941,33299.543,3992.779292,33341.1465,0.173414595,83.08255147,64.72882347,0.450411213,0.508733147,0.533135234,0.779768124,0.158399246,0.568679696,0.499868995,0.637984373,0.790770899,0.388325563,2.230925381,-0.382570454,-0.183684675,-0.01688322,-0.020059825,1.835563746,-0.330721342,-0.20601967,0.063992153,0.073283097,-0.035100801,2.272183878,-0.412267042,-0.333615806,0.076488173,0.169411559,-0.074170485,11.72899757,4.73717775,6.32315091,0.032028991,0.15712987,0.267148772,0.365532139,0.562281933,6948.040073,4168.762374,3908.842859,4736.082838,4559.520168,3225.251541,3114.72018,1772.93624,1849.346613,1947.327758,2194.293107,2247.015289,1475.189468,2020.014706,1705.12901,28222.20639,9143.332555,7109.851505,11722.56637,8379.526574,0.133389679,0.402187825,0.243303118,0.239664618,1.768217873,0.473639308,19.09450289,152.5249333,1.864868738,0.0882,0.0652,4.076876113,3.740105654,12.4027086,6.338814697
515,63445.25681,76792.2146,8.452208153,8.618458569,-63445.25681,-76792.2146,Threshold 1 (Usual care),64.69803257,64.82046838,0,0,4.690221262,4.694018004,0.1852,0.5692,1.425112769,4.513173761,15.6918417,15.80103298,0.0352,0.0924,5.079853144,4.739988707,0.7566,0.7906,1,4,30002.63828,23658.58096,2798.945678,23685.96634,0.183029171,82.31096495,64.82046838,0.449855504,0.507157426,0.213233416,0.753754206,0.324729134,0.822217642,0.504955072,0.579525223,0.681097351,0.792711814,2.388021864,-0.492998001,-0.179595988,0.003243955,-0.189173518,1.843700508,-0.420835522,-0.179390849,-0.079015625,0.073878943,-0.108073786,1.91101722,-0.313781028,-0.050431191,0.015375616,0.189590983,-0.444728889,10.45310381,4.739988707,4.694925582,0.019219993,0.158469276,0.242415497,0.444430032,0.580809011,7785.249494,4497.912846,4367.461911,5420.818852,3502.602589,3466.255476,2184.861708,2158.01033,2796.883732,1807.606835,2080.730311,1540.883241,2215.579915,2223.938848,1147.635366,28855.87323,12467.65846,5318.774893,1701.33816,11041.74075,0.137244175,0.16688777,0.187304496,0.158479861,1.641612007,0.427134092,15.16258407,133.6389045,1.559281343,0.0352,0.0924,1.425112769,4.513173761,10.95270728,11.33929139
516,78120.93189,97576.17237,6.756700343,9.64751521,-78120.93189,-97576.17237,Threshold 1 (Usual care),65.15799324,65.29099958,0,0,4.268386866,4.192806327,0.4032,0.8068,3.704473969,7.744936265,15.71630494,15.594495,0.0838,0.1878,7.601642096,7.823513081,0.632,0.9192,1,4,29976.60484,26137.92986,5003.454256,26163.45378,0.249275423,82.75859691,65.29099958,0.449912653,0.508098591,0.507061798,0.622383849,0.301133568,0.797922887,0.441502235,0.693235816,0.848123472,0.917692189,2.306401593,-0.454227838,-0.179164233,-0.042834858,-0.011901698,2.001097018,-0.399264252,-0.165006703,-0.071495095,0.123473454,0.095089518,1.725583816,-0.392076892,-0.214863405,-0.020900867,0.184316225,-0.182164804,10.82594752,7.823513081,4.192806327,0.020032354,0.182170804,0.272403604,0.390714452,0.673235216,7136.648397,4357.095315,5684.59634,4161.878788,4389.141444,3248.69592,3093.874324,1372.239942,3530.550005,2482.212091,2055.02615,1843.046568,1821.251113,867.2847698,1834.244167,31608.41571,11512.39766,5630.78968,5515.017811,4798.20905,0.221574204,0.296946709,0.217569526,0.354352143,1.696046519,0.417182107,18.78557706,108.8020353,1.214291072,0.0838,0.1878,3.704473969,7.744936265,9.076412608,13.17165956
517,78829.00942,86771.57761,8.657580587,6.814001243,-78829.00942,-86771.57761,Threshold 1 (Usual care),65.0027649,65.1271134,0,0,5.536152859,5.477874642,0.299,0.5432,2.13611309,4.029648575,15.91165983,15.45699556,0.0388,0.0572,3.997324929,3.725702965,0.7876,0.6478,1,4,30015.79589,32535.49437,3862.986182,32503.71835,0.253753664,82.80308466,65.1271134,0.450592847,0.492497912,0.301948893,0.777881238,0.199799181,0.739898676,0.454266931,0.741635182,0.682987785,0.643708679,2.258270008,-0.527025164,-0.227383102,-0.087623261,-0.100232058,1.70631394,-0.363243423,-0.131868054,0.134665216,0.023933515,-0.292386255,2.128958398,-0.472973821,-0.018253609,-0.046471174,0.076901666,-0.30451738,10.98693554,3.725702965,5.477874642,0.014145094,0.150595833,0.149602273,0.400093344,0.596734203,6544.285953,4166.582166,4250.637411,5193.352329,5584.711716,4478.189833,2726.397101,1921.596467,2569.368198,2281.175663,3538.835746,1721.995242,1731.404716,3059.287152,1477.211356,27562.65574,16697.07738,6443.228953,16082.36083,7910.277627,0.30517211,0.310506322,0.252666129,0.299394402,1.222804877,0.405110533,20.05192393,85.74763713,0.738030466,0.0388,0.0572,2.13611309,4.029648575,11.42238292,9.096980217
518,68307.75863,84053.13673,7.547061868,8.758332642,-68307.75863,-84053.13673,Threshold 1 (Usual care),64.50470607,64.62867368,0,0,5.034936258,4.887022212,0.2114,0.6334,1.736516995,5.479861405,16.13754947,16.25153543,0.0378,0.1056,4.123255464,3.834017649,0.6968,0.7758,1,4,30006.89529,30408.52677,3300.614565,30324.92051,0.169229911,82.60349723,64.62867368,0.449585635,0.494612409,0.227935101,0.707635982,0.181009377,0.528088556,0.485406922,0.763096321,0.749820171,0.779320054,2.37658795,-0.379457305,-0.296142772,-0.072190638,-0.124687737,1.716686979,-0.357178938,-0.296540901,-0.05337298,0.052173768,-0.2049519,2.014508841,-0.530938071,-0.158813799,-0.030629042,-0.01101397,-0.183260573,13.63404624,3.834017649,4.887022212,0.022777192,0.11294642,0.197387861,0.488788202,0.624894994,5807.381693,4530.373343,3923.965611,4229.620789,3828.064987,4789.928528,1134.285575,3073.415572,3711.059738,2166.782702,2181.100976,2436.978648,1618.70537,1379.773228,1756.845876,31592.91253,14108.72101,22430.73173,3257.417501,9704.336244,0.168612219,0.213551837,0.234058038,0.291567774,1.804323968,0.429609945,13.20737355,174.2331426,2.012996636,0.0378,0.1056,1.736516995,5.479861405,9.787847713,11.53601382
519,79889.65838,85305.43706,10.8647334,10.07275158,-79889.65838,-85305.43706,Threshold 1 (Usual care),65.05163402,65.15639384,0,0,7.626993922,7.072495315,0.338,0.523,2.923621563,4.684924139,17.18392561,16.8973804,0.0618,0.0856,5.019828179,4.791599959,0.9078,0.8412,1,4,29969.01103,27756.85867,2353.224048,27729.24261,0.125252188,82.70997774,65.15639384,0.448008998,0.494719858,0.338020455,0.907581108,0.197827898,0.791214585,0.332153216,0.778814907,0.591903807,0.84105544,2.364189153,-0.440875602,-0.277930824,-0.120398543,-0.077884382,1.750668947,-0.492121994,-0.16456225,0.049621736,0.062060436,-0.061166177,2.334768088,-0.303028462,-0.19949413,0.083564058,0.132159536,-0.184824965,14.14519502,4.791599959,7.079575906,0.010248669,0.131559141,0.272463624,0.390993925,0.562344532,4892.251414,5044.413838,3530.179488,4156.146032,3725.527185,3112.305547,4320.771519,2687.533541,2661.169301,2901.046885,1671.694182,1444.901074,2241.305204,1487.04723,1772.1507,27198.40222,16336.69713,6448.001014,10115.48848,3326.370807,0.225128149,0.158292479,0.211733108,0.211016157,1.648748326,0.454095711,16.58856103,239.8276261,2.291849823,0.0618,0.0856,2.923621563,4.684924139,14.14122505,13.15947179
520,84317.07255,88782.85218,9.243745435,8.669615559,-84317.07255,-88782.85218,Threshold 1 (Usual care),64.47414562,64.59446162,0,0,5.639876116,5.652107384,0.4368,0.5612,4.422382932,5.772087531,15.9645313,15.73823407,0.1018,0.1186,5.948413318,5.825646582,0.8554,0.826,1,4,30044.20828,30669.55934,2478.543997,30592.6865,0.267413096,83.2990282,64.59446162,0.450649047,0.500666644,0.489953538,0.850527254,0.156535135,0.675803782,0.546923013,0.693031559,0.638000337,0.826421888,2.350699906,-0.467808437,-0.313296646,-0.097147443,-0.012223137,2.022777084,-0.481467293,-0.083830044,-0.053264371,0.044292923,-0.125250942,2.170948557,-0.33211674,-0.185872188,-0.156171347,0.031568081,-0.268873889,16.99421412,5.825646582,5.652107384,0.022938972,0.198849465,0.284785299,0.466591908,0.545263851,5776.879237,6224.999161,4138.359548,3086.374566,4874.21595,4096.60575,3465.40305,2246.258205,2648.992302,1981.974042,1791.884126,1869.743807,1913.371644,1094.113504,2394.263987,25024.41647,20575.32866,5850.12733,4393.007856,7016.655323,0.069838151,0.140261614,0.130924472,0.182533804,1.838475258,0.368292768,14.25299313,287.5027631,1.67703538,0.1018,0.1186,4.422382932,5.772087531,12.4448868,11.71711393
521,70291.81865,102151.0073,7.651087786,9.457273924,-70291.81865,-102151.0073,Threshold 1 (Usual care),65.1107125,65.24566779,0,0,5.420904416,5.470572703,0.1568,0.7742,1.56680039,8.691913042,16.60639153,16.40677263,0.0318,0.1712,5.302243466,5.098776306,0.6622,0.8582,1,4,30040.12477,26464.33947,1407.562428,26427.36014,0.242040087,82.78840956,65.24566779,0.448818363,0.50374471,0.183032254,0.651846689,0.091033495,0.834294792,0.717780349,0.84382363,0.882991327,0.862272917,2.494958229,-0.337846534,-0.294894113,-0.021991662,-0.05877568,1.917274605,-0.327973936,-0.141331563,-0.063312013,0.166655786,-0.181020741,2.123585371,-0.417503961,-0.069164446,0.112185298,0.074764202,-0.300161427,15.99817964,5.098776306,5.471824563,0.009790779,0.144866971,0.300169832,0.473347142,0.601241123,7146.379142,4215.573952,4300.965523,3844.66793,4895.401634,3063.797599,2945.19653,2681.346983,1707.289578,3826.11325,1946.649042,2465.561267,2075.848952,1766.505659,3113.309584,38810.10688,20245.44507,8437.372114,5822.042006,8189.851645,0.083233081,0.285929286,0.079829601,0.108794973,1.623796125,0.45884603,14.37822079,175.5812003,2.227784912,0.0318,0.1712,1.56680039,8.691913042,9.95193615,12.85944332
522,69433.73204,83475.63876,8.666169334,10.02961944,-69433.73204,-83475.63876,Threshold 1 (Usual care),64.80501257,64.92350276,0,0,6.233511475,5.94101748,0.1848,0.6146,1.215466398,4.427425447,17.34772731,17.60902502,0.029,0.0986,4.801498426,4.950014727,0.705,0.8254,1,4,30026.75131,25157.91202,4327.367816,25086.92396,0.215615352,82.61335446,64.92350276,0.448861298,0.49802383,0.146434058,0.698794852,0.18310867,0.537767503,0.444002163,0.600353328,0.710436256,0.824065626,2.117182675,-0.406261344,-0.232639185,-0.0372417,-0.076308536,1.813614803,-0.375799569,0.003306174,-0.108583938,-0.014119275,-0.125935861,2.366224938,-0.423017474,-0.18201487,-0.007024365,0.100574004,-0.336384805,10.78626832,4.950014727,5.943172461,0.015128848,0.220208794,0.282102003,0.439915141,0.670767643,7290.846672,7203.208186,3255.056215,4675.860067,4162.871557,3579.117756,3873.799521,1828.537182,1539.455141,1887.630755,3895.941356,2266.122635,1936.648741,1487.605327,1749.61505,19881.12884,8212.276077,7865.191431,7683.877802,3637.032898,0.246761285,0.205114602,0.063495183,0.230788912,1.749635378,0.433266122,20.17256709,291.7924618,2.041623869,0.029,0.0986,1.215466398,4.427425447,11.29148057,13.30618018
523,73891.0557,84377.30244,7.896772439,8.10654286,-73891.0557,-84377.30244,Threshold 1 (Usual care),64.7317774,64.85807486,0,0,6.849692462,6.271984654,0.2056,0.6278,1.720783513,5.109905406,14.553552,14.77966171,0.0436,0.1054,4.915342145,4.741123367,0.7746,0.8042,1,4,29983.26797,30173.48346,2543.861681,30154.47272,0.192147247,82.37739411,64.85807486,0.449990261,0.501061189,0.225127603,0.774790683,0.443937134,0.394555355,0.336892525,0.64985009,0.697877333,0.808644225,2.301182603,-0.525982434,-0.265850266,-0.048905638,-0.09553933,1.753248843,-0.482816455,-0.140689045,0.06961024,0.11767823,-0.075681792,2.30071485,-0.461803186,-0.168436069,-0.156578269,-0.004482804,-0.198346105,12.79709635,4.741123367,6.271984654,0.022394861,0.186251382,0.251669855,0.420061117,0.605294869,5068.867922,3188.261111,3514.058279,4306.493576,2903.35227,4613.265942,2641.868047,3095.321333,3250.123472,2898.792901,2610.818414,1088.395248,1439.350762,1849.172993,1515.199479,28174.62721,12219.1415,4363.031812,7878.736269,4554.64518,0.149083847,0.208774649,0.144074192,0.333990424,1.788422852,0.423656773,14.31077483,67.39183688,1.003320193,0.0436,0.1054,1.720783513,5.109905406,10.33430701,10.72787235
524,71202.99091,81504.36249,9.7857386,8.527044315,-71202.99091,-81504.36249,Threshold 1 (Usual care),64.80102973,64.94427928,0,0,5.054943569,4.423642706,0.2654,0.6212,2.130329593,4.95591731,18.64590648,18.66571874,0.0458,0.0942,4.781793849,4.495283449,0.7464,0.6772,1,4,29973.13678,27090.16991,3608.423731,27094.93937,0.2110186,82.50400086,64.94427928,0.450366092,0.498271288,0.324911857,0.743852192,0.125795847,0.796724146,0.633258146,0.705252492,0.815283189,0.67158588,2.265645651,-0.513528383,-0.142803579,-0.124050547,-0.060231094,1.646043035,-0.533397248,-0.08765444,-0.028545316,0.064399904,0.032042741,2.037522317,-0.556357314,-0.115166846,-0.032002531,0.091324983,-0.311668308,9.659415426,4.495283449,4.423642706,0.022318658,0.166709684,0.260843506,0.261918836,0.585856117,4078.671966,4528.87113,4408.922284,3904.133197,3771.730052,3853.937844,3856.155819,3628.536879,2210.306412,1602.014446,1953.252314,1281.891473,1596.726645,1231.13345,1353.713048,29025.88859,10930.69953,5472.877568,6204.936891,3840.741324,0.122892814,0.447887439,0.062722411,0.220620243,1.77286607,0.473579469,16.70056475,465.0337388,3.090660423,0.0458,0.0942,2.130329593,4.95591731,12.75626062,11.29657272
525,73880.48732,77250.45061,5.745750392,5.562967513,-73880.48732,-77250.45061,Threshold 1 (Usual care),65.05759242,65.1985245,0,0,4.616095356,4.645183789,0.3262,0.462,2.721546642,3.619873444,11.69581001,11.52141048,0.0596,0.0724,4.761809231,4.575151092,0.696,0.6772,1,4,29969.26886,28401.40456,4354.503747,28368.77856,0.148734026,82.85394912,65.1985245,0.449119881,0.506138654,0.38449386,0.685746443,0.286789018,0.70288726,0.391274477,0.959906798,0.571252686,0.67284368,2.163383281,-0.371652892,-0.308135104,-0.094316084,-0.048116967,1.849632992,-0.387658268,-0.202476484,-0.042076232,0.013468754,-0.084813301,1.849891485,-0.397651349,-0.033129996,-0.001581115,0.147004151,-0.258972476,14.93436492,4.575151092,4.645183789,0.029162778,0.220219953,0.263376011,0.387752537,0.555961428,6533.383652,4627.131693,4202.86205,3008.602754,2760.985318,3824.002675,3321.02994,2611.011192,2344.073537,2825.583632,3309.238014,2328.530672,1801.159347,1249.960619,2050.698631,42472.48384,12785.34918,6973.097638,1508.783707,5137.044564,0.190136517,0.303048519,0.251734879,0.190440865,1.702731856,0.44941412,8.037986485,29.3276999,1.021355553,0.0596,0.0724,2.721546642,3.619873444,7.475925623,7.215379663
526,74098.38768,85095.74932,7.407569623,7.167007775,-74098.38768,-85095.74932,Threshold 1 (Usual care),64.97774643,65.12079286,0,0,5.735483821,5.523084708,0.3556,0.6256,3.123578897,5.704800854,14.65512303,14.45291035,0.0648,0.1182,4.668606538,4.576817228,0.7322,0.7304,1,4,29994.35091,23308.08376,3184.790368,23397.92029,0.266746078,82.63597728,65.12079286,0.450775229,0.497584058,0.393192108,0.738275059,0.267413123,0.651654585,0.410096774,0.718936994,0.780579937,0.73351423,2.225521506,-0.386094911,-0.078179453,-0.131826831,0.031261586,1.79644906,-0.378981688,-0.036610373,-0.073271909,0.061675172,-0.178894369,2.115994006,-0.47382263,-0.094350334,0.11353508,0.05181024,-0.218806088,10.12204026,4.576817228,5.523084708,0.011579141,0.218254434,0.275214176,0.389737926,0.55629454,6558.902861,5395.528366,3822.50417,3389.609556,3907.343229,3781.410748,3983.07334,3505.856537,1794.264851,4092.091312,2248.169585,2666.88236,1163.305623,1876.3164,1261.397907,47357.8518,23209.90371,5919.9727,989.4983714,3848.328211,0.206305075,0.078439655,0.056413268,0.178681665,1.649575922,0.494196198,14.27772829,48.89436749,1.178604473,0.0648,0.1182,3.123578897,5.704800854,9.809488741,9.669497888
527,77182.61465,84215.01032,6.256169888,8.059501531,-77182.61465,-84215.01032,Threshold 1 (Usual care),64.59776659,64.71404985,0,0,8.15388524,8.318852423,0.2208,0.3688,1.965286154,3.543095116,16.63035018,16.64683345,0.0326,0.0608,4.812674613,5.143338111,0.5352,0.6974,1,4,30014.47686,31558.14774,2875.146623,31588.5461,0.089580014,82.61804965,64.71404985,0.450718919,0.504286532,0.2827768,0.535700426,0.415914996,0.734819951,0.67080479,0.83049509,0.481280597,0.69705923,2.298037359,-0.422943803,-0.252044918,-0.065467349,-0.014904611,1.867100885,-0.342155945,-0.251942712,-0.001373557,0.073623013,-0.107521284,2.551130741,-0.39189042,-0.135705478,0.039836888,0.084796776,-0.1817956,18.61541198,5.143338111,8.334577197,0.00644846,0.09527581,0.248353407,0.345682783,0.595321136,4374.592796,4831.670901,3443.660347,4702.746009,3614.066218,5795.25329,1739.902105,1902.566218,2744.124382,3798.33969,1946.645807,3550.972082,1761.311454,1153.917733,1780.655681,46377.09466,8485.438388,18118.74589,9215.264792,4833.581002,0.136835063,0.241209017,0.497323241,0.101641054,1.344933888,0.453316345,15.01753516,145.6201717,1.862983646,0.0326,0.0608,1.965286154,3.543095116,8.102052711,10.39005052
528,78563.31192,89369.81033,7.663533505,8.494541464,-78563.31192,-89369.81033,Threshold 1 (Usual care),64.54574248,64.67850549,0,0,6.641109549,6.746302481,0.3062,0.7156,2.264706919,4.982699955,15.01528299,14.79386109,0.0534,0.0944,4.839871365,4.714421617,0.7368,0.8368,1,4,29948.13674,31717.10121,2620.515161,31698.24087,0.335752587,82.19170982,64.67850549,0.450589672,0.494501854,0.389178636,0.737165572,0.125743252,0.441509218,0.528323377,0.790368916,0.816522449,0.838958169,2.03665495,-0.406385641,-0.227055358,0.008134593,-0.056259705,1.925596645,-0.573692488,-0.205224796,-0.032115804,0.053950962,-0.16715121,2.050200722,-0.458827078,-0.089318165,-0.236469002,0.097635537,-0.0667033,9.138457787,4.714421617,6.748087168,0.024509872,0.163997673,0.275071974,0.301000775,0.577299571,6054.121971,4967.007428,3283.430551,3492.577048,3915.649483,4102.5638,3293.247631,4415.677482,3691.902692,1468.898063,2976.948,1720.590923,2072.946704,1883.424485,1397.128657,19893.01486,13125.65167,7260.704024,10916.314,8908.730429,0.082858769,0.12266533,0.195544423,0.208241821,1.590946566,0.502646005,12.27747291,59.60938547,1.606193999,0.0534,0.0944,2.264706919,4.982699955,10.16281225,11.33853445
529,73242.8223,82552.25529,11.65060266,9.323249517,-73242.8223,-82552.25529,Threshold 1 (Usual care),64.85232674,64.9753434,0,0,5.796823681,5.680630654,0.3232,0.589,3.16746652,5.648890718,17.55180761,17.55982572,0.0558,0.1028,4.163473064,3.979012657,0.9498,0.7736,1,4,29974.72917,25145.23727,2127.338891,24998.24669,0.107948477,82.45613797,64.9753434,0.449853113,0.511500586,0.321443743,0.952212675,0.261371992,0.71021197,0.318322987,0.671961678,0.716706896,0.783508087,2.403900395,-0.466730129,-0.337296327,-0.109773467,-0.077690633,1.660846147,-0.428917421,-0.040868652,0.041996666,0.059118972,-0.284290789,1.989710866,-0.396995469,0.04059452,0.001961336,0.053960808,-0.193399339,17.40932362,3.979012657,5.680630654,0.011685761,0.178330371,0.228214818,0.40363762,0.536256826,4558.833229,5233.713351,4933.243654,3591.829722,3978.803983,3465.223489,4193.542669,2278.835224,3978.026976,2214.584874,2049.324111,1387.219586,2115.390504,2201.148684,1020.555169,28119.36547,14210.19918,9687.768242,1199.397636,8704.261936,0.171019394,0.312272789,0.300164626,0.125652896,1.872206712,0.49048962,23.40154915,92.77330747,1.338901272,0.0558,0.1028,3.16746652,5.648890718,15.21753897,12.26313599
