Monte Carlo All Values Report (MIMIC_CUA_simple.trex),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iteration,"Cost
(Threshold 1 (Usual care))","Cost
(Threshold 4 (SF < 110))","Effectiveness
(Threshold 1 (Usual care))","Effectiveness
(Threshold 4 (SF < 110))","NMB
(Threshold 1 (Usual care))","NMB
(Threshold 4 (SF < 110))","Optimal
Strategy","t_currentage
(Threshold 1 (Usual care))","t_currentage
(Threshold 4 (SF < 110))","t_dischargesurvival_finalscale
(Threshold 1 (Usual care))","t_dischargesurvival_finalscale
(Threshold 4 (SF < 110))","t_hospitalduration
(Threshold 1 (Usual care))","t_hospitalduration
(Threshold 4 (SF < 110))","t_imv
(Threshold 1 (Usual care))","t_imv
(Threshold 4 (SF < 110))","t_imvduration
(Threshold 1 (Usual care))","t_imvduration
(Threshold 4 (SF < 110))","t_lifespan
(Threshold 1 (Usual care))","t_lifespan
(Threshold 4 (SF < 110))","t_ltd
(Threshold 1 (Usual care))","t_ltd
(Threshold 4 (SF < 110))","t_oxygenduration
(Threshold 1 (Usual care))","t_oxygenduration
(Threshold 4 (SF < 110))","t_survive
(Threshold 1 (Usual care))","t_survive
(Threshold 4 (SF < 110))","threshold
(Threshold 1 (Usual care))","threshold
(Threshold 4 (SF < 110))",d_Recovery18to64Cost,d_Recovery65plusCost,d_Recovery18to64CostMean,d_Recovery65plusCostMean,d_LongtermDisabilityUtility,d_Gompertz,d_Age,d_Sex,d_Uniform,d_thresh1_imv_surv,d_thresh1_surv,d_thresh2_imv_surv,d_thresh2_surv,d_thresh3_imv_surv,d_thresh3_surv,d_thresh4_imv_surv,d_thresh4_surv,d_beta_imvDuration_intercept,d_beta_imvDuration_death28,d_beta_imvDuration_age,d_beta_imvDuration_sex,d_beta_imvDuration_logalpha,d_beta_oxygenDuration_intercept,d_beta_oxygenDuration_death28,d_beta_oxygenDuration_imv28,d_beta_oxygenDuration_age,d_beta_oxygenDuration_sex,d_beta_oxygenDuration_logalpha,d_beta_hospitalDuration_intercept,d_beta_hospitalDuration_death28,d_beta_hospitalDuration_imv28,d_beta_hospitalDuration_age,d_beta_hospitalDuration_sex,d_beta_hospitalDuration_logalpha,d_imvDuration,d_oxygenDuration,d_hospitalDuration,d_LTD_riskgroup0,d_LTD_riskgroup1,d_LTD_riskgroup2,d_LTD_riskgroup3,d_LTD_riskgroup4,d_imv1,d_imv2,d_imv3,d_imv4,d_imv5,d_oxygen1,d_oxygen2,d_oxygen3,d_oxygen4,d_oxygen5,d_ward1,d_ward2,d_ward3,d_ward4,d_ward5,d_y1,d_y2,d_y3,d_y4,d_y5,d_thresh1_imv_death,d_thresh2_imv_death,d_thresh3_imv_death,d_thresh4_imv_death,d_LTDmortalityHR,d_dischargeSurvival_shape,d_dischargeSurvival_scale,d_dischargeSurvival,d_dischargeSurvival_ageHR,"Longterm disability
(Threshold 1 (Usual care))","Longterm disability
(Threshold 4 (SF < 110))","IMV duration
(Threshold 1 (Usual care))","IMV duration
(Threshold 4 (SF < 110))","Life expectancy
(Threshold 1 (Usual care))","Life expectancy
(Threshold 4 (SF < 110))"
278,77595.35817,92807.32548,5.891125557,9.978727357,-77595.35817,-92807.32548,Threshold 1 (Usual care),64.63909194,64.75117361,0,0,7.005881365,7.331691607,0.357,0.802,2.273094134,5.923711086,15.78480754,15.96124789,0.0434,0.1292,4.192942841,4.365142754,0.5262,0.909,1,4,29981.5862,35544.74818,3894.882819,35500.1612,0.155871783,82.86938164,64.75117361,0.44997305,0.499296897,0.410986863,0.523282698,0.482604658,0.862854294,0.332419723,0.779625679,0.870606941,0.906843677,2.337727907,-0.536011028,-0.204799556,-0.137342626,-0.179535472,1.898368343,-0.430544289,-0.274705005,-0.056766189,0.021513511,-0.211001034,2.423529703,-0.396330085,-0.206126198,-0.191673322,0.143485757,-0.20929611,8.305770918,4.365142754,7.333996818,0.035567111,0.183570871,0.271401569,0.410820237,0.564489056,5156.832872,5052.477444,4627.041341,3610.728961,3401.599833,4461.458682,1684.695715,1438.182857,3596.857364,1746.786574,2219.659574,1560.675561,1231.29265,1618.514887,1112.998839,18549.57494,5583.92179,5638.315872,4722.21428,10058.3717,0.30959851,0.131641439,0.322565929,0.192263978,1.893198808,0.493116421,16.94857055,66.50375248,1.26809842,0.0434,0.1292,2.273094134,5.923711086,7.701390145,13.19987319
279,84635.4259,96713.33057,8.269431678,9.771617756,-84635.4259,-96713.33057,Threshold 1 (Usual care),64.93678831,65.08256352,0,0,5.766505236,5.936842301,0.3952,0.6888,4.662515142,7.902673439,15.03651766,15.26347162,0.0976,0.1618,4.668716043,4.775288342,0.779,0.9264,1,4,29977.70927,34286.44016,4369.877701,34333.72993,0.110774134,82.6213952,65.08256352,0.450608054,0.497396341,0.453519833,0.768637769,0.18178411,0.725321414,0.474202368,0.721091099,0.730478066,0.929658957,2.311849217,-0.441832201,-0.321998719,-0.049653757,0.055813817,1.634358184,-0.275546725,-0.108696536,0.014145791,0.026062042,-0.003651767,2.153088652,-0.409805164,-0.068053206,-0.076913287,0.027268345,-0.257036317,18.74201814,4.775288342,5.939240906,0.021513867,0.132892497,0.29020954,0.332856907,0.666444794,4320.485783,5837.858788,5200.611355,5083.983642,3078.209216,4316.451952,2806.346545,2191.216051,2904.35046,1860.147231,2646.781194,1605.017706,1351.853688,1475.45433,1201.652628,28675.92544,9646.159331,16340.25824,11493.35855,7126.337694,0.173128754,0.106387662,0.168742405,0.186242859,1.398146587,0.421785164,12.78529439,121.0791131,1.59796034,0.0976,0.1618,4.662515142,7.902673439,10.81242851,12.75645156
280,65411.55,85856.36001,7.068401816,8.82216965,-65411.55,-85856.36001,Threshold 1 (Usual care),64.65430381,64.75199853,0,0,3.847546379,3.957362168,0.1702,0.6546,1.927555443,7.720081863,15.59215503,15.20131956,0.0394,0.1272,4.404023127,4.365765923,0.6434,0.8462,1,4,30050.56946,28584.51454,2195.799726,28622.19595,0.215268539,82.49691671,64.75199853,0.451253853,0.499982051,0.24099944,0.634873615,0.303289441,0.569907345,0.613830742,0.700305945,0.725536707,0.848360985,2.32294335,-0.687237866,-0.252435636,-0.06294843,0.064518767,1.689741594,-0.435105786,-0.133916099,-0.017178124,0.063323695,-0.098580549,1.772926047,-0.385263185,-0.246940879,0.015855698,0.063198944,-0.408573248,18.84599103,4.365765923,3.957362168,0.011504086,0.14568179,0.236892482,0.374078611,0.506970154,6226.493783,3697.780353,3173.834435,4214.671766,4716.003852,4178.728175,1859.260888,1630.115168,2932.394401,3489.726534,1694.699139,1529.811453,2299.84233,2183.119572,1904.417729,18288.52268,6092.146857,6138.019405,8081.678798,5354.678614,0.040871005,0.168587906,0.437486952,0.23734869,1.444452451,0.525635585,11.84231636,70.86941858,1.949624753,0.0394,0.1272,1.927555443,7.720081863,9.195256857,11.75426207
281,67127.56786,83950.33452,6.627639026,8.798939456,-67127.56786,-83950.33452,Threshold 1 (Usual care),64.78859323,64.91052713,0,0,4.974893873,4.903726051,0.24,0.6854,2.000205528,6.650719437,15.2763635,15.12181501,0.0362,0.1444,4.463203264,4.547623463,0.6316,0.845,1,4,29968.12032,31098.60802,3554.681735,31123.95804,0.210819678,82.8506664,64.91052713,0.449976152,0.499979918,0.230568889,0.63875062,0.494329863,0.69468573,0.384850824,0.790235548,0.786378614,0.845270779,2.282926364,-0.542694832,-0.178449954,-0.097586739,0.013586735,1.782520435,-0.480155173,-0.161732733,-0.016568876,0.02160634,-0.095313677,2.023730953,-0.388149364,-0.231741678,-0.036781922,-0.023285508,-0.212587965,12.56514821,4.547623463,4.903726051,0.011654746,0.141594933,0.254139364,0.460938225,0.665990382,6764.28954,5454.872616,3813.141678,3521.728288,2736.582725,4264.098997,1760.862351,2706.818264,500.4676286,1940.416114,2312.249686,2036.998523,1678.303471,1331.012901,2052.539835,30600.00983,6563.561172,8635.090489,14860.27214,5244.931394,0.249285517,0.216804427,0.155475259,0.129434719,1.646107217,0.439021494,11.24999473,131.4946921,1.981673465,0.0362,0.1444,2.000205528,6.650719437,8.594747005,11.6933617
282,76828.7296,92842.48469,7.658515005,10.15845625,-76828.7296,-92842.48469,Threshold 1 (Usual care),64.93962513,65.04718809,0,0,5.404145385,5.742143519,0.256,0.6864,1.744367528,4.981669582,16.76280859,16.38542538,0.04,0.113,4.215204621,4.69860434,0.644,0.8948,1,4,29958.29855,34227.53392,4194.319833,34373.55348,0.116670185,82.32479238,65.04718809,0.449698038,0.496900947,0.267908308,0.642728129,0.312522397,0.804495107,0.398168274,0.731954016,0.740379819,0.889613989,2.204933754,-0.445122994,-0.191377339,-0.049940828,-0.113876385,1.651961375,-0.502580294,-0.031790576,-0.015065444,0.040576482,-0.066188485,2.130970867,-0.520290355,-0.225984353,-0.115080304,0.107492834,-0.204269215,9.187337664,4.69860434,5.742143519,0.01820006,0.200526323,0.295578837,0.425418127,0.626979271,9009.533729,5499.04918,5155.645266,4260.685727,3094.104817,4719.585736,3278.118191,2823.819934,2190.723368,1468.326127,3358.962076,1889.44641,2065.800941,828.1210407,1978.84434,36724.63887,26099.72284,2806.023577,5443.776303,13013.16359,0.234158241,0.107313248,0.120033902,0.25639314,1.968285781,0.478123029,18.01569755,101.6947159,1.578180774,0.04,0.113,1.744367528,4.981669582,9.965395877,13.29525922
283,67615.97455,73653.43063,8.100089876,8.945833425,-67615.97455,-73653.43063,Threshold 1 (Usual care),65.00851662,65.1132733,0,0,4.550160021,4.793881069,0.369,0.58,3.263636392,5.010918312,14.16300777,13.91956767,0.0822,0.113,4.349566658,4.186527477,0.828,0.9368,1,4,29961.62772,25257.23896,2218.606788,25235.09544,0.196140486,82.69733367,65.1132733,0.449824252,0.49550075,0.427507403,0.829438831,0.076180853,0.684975671,0.634049534,0.92186099,0.60266311,0.934888622,2.161548497,-0.432123438,-0.228419946,-0.040197149,-0.001646393,1.753907436,-0.344264721,-0.291849069,-0.08156155,0.037261034,-0.153166521,1.874538734,-0.514299824,-0.1086488,-0.054416916,0.026504471,-0.233965092,12.37843803,4.186527477,4.795670758,0.027679165,0.087370847,0.232630665,0.424043682,0.591263771,5076.08287,4422.520552,3190.051544,4418.294056,3597.26012,4788.902085,2127.350083,2644.755738,1404.724086,2895.674507,2632.050051,1202.710309,2023.478056,1360.754024,833.6673189,19059.49415,12934.67597,4597.401409,5683.581149,4981.493147,0.06418927,0.124101808,0.057601392,0.094771231,1.569915807,0.462452901,12.84003115,56.52352264,1.244375748,0.0822,0.113,3.263636392,5.010918312,10.65805828,11.8085496
284,71180.75406,81227.15873,6.698558445,7.345670904,-71180.75406,-81227.15873,Threshold 1 (Usual care),64.81104616,64.93477451,0,0,4.490257435,4.482780856,0.3586,0.5826,4.068807273,6.993327051,14.85506203,14.63410246,0.0642,0.1252,3.770472601,3.611236004,0.6462,0.7306,1,4,29984.20827,22987.81267,2141.058881,22902.36095,0.149688205,82.34364695,64.93477451,0.449414633,0.502351178,0.424901982,0.647663777,0.124610293,0.798119332,0.527826413,0.799973738,0.731738041,0.722633402,2.344979482,-0.366034418,-0.157889609,-0.039538972,0.085012195,1.582990287,-0.319558152,-0.140528049,0.032781633,-0.023716022,-0.133693334,1.853099425,-0.348361216,-0.07670446,0.031537088,0.069851791,-0.287369808,15.18630803,3.611236004,4.482780856,0.00921939,0.248044997,0.186920015,0.419296759,0.607400722,4503.079135,6239.183391,2972.954655,3291.73943,3525.130598,4162.830065,2614.890566,3836.738126,2463.289896,2100.119356,2590.954893,1578.353946,2500.043107,1729.103541,1282.564843,41060.39515,11262.01564,4590.08962,7644.270425,6477.329596,0.224413889,0.290870385,0.181483549,0.140954761,1.612275238,0.450598573,13.26056065,72.3398129,1.288826881,0.0642,0.1252,4.068807273,6.993327051,8.78411398,9.73661422
285,80750.96321,90621.14744,7.909459207,8.512116577,-80750.96321,-90621.14744,Threshold 1 (Usual care),64.92113842,65.04343253,0,0,6.404229637,6.734599306,0.448,0.6838,3.155537367,5.258810536,15.58591487,15.84847854,0.0698,0.1126,4.873095347,4.741058515,0.7332,0.7958,1,4,30044.02265,32169.59066,3350.672832,32257.79894,0.241176663,83.05754662,65.04343253,0.45046108,0.509034226,0.434215888,0.736020562,0.230874154,0.815636307,0.549174734,0.697789206,0.84528511,0.788456921,2.346683239,-0.509204271,-0.222442995,-0.072500202,-0.17785268,1.954920217,-0.434108787,-0.293413088,-0.149848043,0.08173236,-0.181871434,2.087855877,-0.441851479,-0.011569143,-0.080969982,0.09363288,-0.120120031,9.147092513,4.741058515,6.734599306,0.031251152,0.145167801,0.225915466,0.448529621,0.592395862,7180.998281,5219.334695,3648.226495,4559.547455,4255.735987,3229.170089,2687.097432,4068.285734,2747.406142,1447.420243,1962.133179,2296.068583,1945.271238,1116.266937,1989.472374,42954.84226,7932.000973,18365.3528,7022.351182,10473.43224,0.453081924,0.193589084,0.100325872,0.060467752,1.909620015,0.415924177,15.19639318,167.4684088,1.662711317,0.0698,0.1126,3.155537367,5.258810536,10.47340306,11.41833118
286,82988.24852,95353.65123,7.018657984,8.470387556,-82988.24852,-95353.65123,Threshold 1 (Usual care),65.10113451,65.24251754,0,0,5.91455322,6.081861204,0.3152,0.6524,2.367285451,5.235190571,14.1215737,14.12043176,0.0628,0.1182,4.968583144,5.20337187,0.715,0.8906,1,4,29973.09352,32731.71356,1669.819542,32799.23427,0.295423538,82.70086797,65.24251754,0.450298589,0.494447465,0.366994441,0.712791669,0.167470359,0.623793814,0.429254117,0.692156777,0.728222331,0.889457094,2.291754339,-0.466666976,-0.242448407,-0.083232496,-0.139118037,1.992195582,-0.530465177,-0.074736012,-0.093020682,0.010493465,-0.259980071,2.346960692,-0.453781105,-0.193835746,0.091474733,0.026602783,-0.294396105,10.48867396,5.20337187,6.084059271,0.052305776,0.160464245,0.24964356,0.319518551,0.545350403,6724.858292,4394.71322,6362.174883,3977.192916,3238.603037,3772.868637,3561.985574,3063.790877,2887.997636,3389.658483,2092.277709,1949.020663,2436.5518,1748.528424,1740.447609,25988.15387,15063.25725,11008.03527,4642.663104,5207.389458,0.192132537,0.234093416,0.418454162,0.026101667,1.51645713,0.477436932,12.38632523,55.4510874,1.328088943,0.0628,0.1182,2.367285451,5.235190571,9.294727182,11.3536859
287,81293.85932,85942.37538,9.282585349,8.883072963,-81293.85932,-85942.37538,Threshold 1 (Usual care),65.01949022,65.12952214,0,0,6.423837301,6.030059534,0.3892,0.5336,3.262142563,4.68642351,16.45673341,16.75290129,0.0752,0.1134,6.83296912,6.665446276,0.8196,0.782,1,4,30055.06772,29070.39558,3906.466009,29027.76812,0.226480956,83.01612227,65.12952214,0.449172087,0.49750243,0.319661197,0.823891589,0.272925822,0.648921113,0.372645402,0.796917493,0.640644633,0.783324513,2.217037343,-0.419403382,-0.292554281,0.014977678,-0.04043512,2.13799575,-0.456190033,-0.097426277,0.106594577,0.086408533,-0.09771969,2.126279556,-0.394226749,-0.151236552,0.01668782,0.008334679,-0.116138177,14.61155984,6.666085471,6.030059534,0.03945805,0.1211844,0.207316993,0.434138986,0.629359121,5978.452255,5598.021094,5221.539044,3687.985997,3063.399815,2960.154667,2957.214915,1809.947202,2022.726622,2356.224803,2103.21852,1715.460265,1452.385858,1723.179669,1532.332797,17130.6485,9885.218498,13308.39144,2467.265515,7497.91394,0.705161508,0.299529983,0.122589122,0.120421315,1.738576626,0.410034258,18.53023217,240.4322125,1.789579433,0.0752,0.1134,3.262142563,4.68642351,12.30592502,11.95326237
288,78948.0003,87750.09736,8.2207529,9.752010298,-78948.0003,-87750.09736,Threshold 1 (Usual care),64.85666145,64.97261488,0,0,6.941679272,7.312943775,0.4478,0.7192,3.128804377,5.081172433,16.15492077,16.44318258,0.1112,0.155,4.646838381,4.636261061,0.7566,0.8772,1,4,29970.25275,30713.69443,4084.911744,30694.90453,0.279158808,82.67020824,64.97261488,0.450103117,0.49967097,0.522585983,0.756489686,0.238405707,0.757748804,0.585728005,0.7736094,0.797011122,0.875630814,2.242927911,-0.429327674,-0.287362316,-0.084499086,-0.178063363,1.725905265,-0.36051516,-0.121827684,-0.031570939,0.070621711,-0.083027437,2.145542303,-0.437417772,0.08604523,-0.115884838,0.014745438,-0.116461333,9.181198599,4.636261061,7.312943775,0.098306606,0.127183482,0.248999418,0.411726637,0.601812693,7337.313856,3462.635689,5353.750322,3357.42684,3958.316542,3923.37979,1641.051884,2594.351744,2385.743415,1456.459919,1745.724677,2143.465954,2783.959693,1853.270012,2078.458588,18119.56697,17592.77344,11845.65661,15320.05885,3624.612374,0.200650009,0.339490748,0.132199529,0.214546013,1.651658842,0.43031715,14.78010128,192.5140551,2.041237753,0.1112,0.155,3.128804377,5.081172433,11.17781315,13.26229189
289,76338.93865,94655.55322,10.77408077,11.72121483,-76338.93865,-94655.55322,Threshold 1 (Usual care),64.77459767,64.89498269,0,0,5.912636443,5.241795599,0.2854,0.85,2.593773284,7.785317685,17.93369473,18.48391894,0.1044,0.1996,4.274389937,4.145705177,0.8772,0.9456,1,4,29977.10326,32822.90206,3689.377368,32731.74752,0.242989382,82.46101197,64.89498269,0.449416427,0.496871478,0.286482309,0.876624982,0.131551168,0.84850351,0.3788218,0.64285397,0.883278726,0.944317725,2.370689788,-0.340398539,-0.089211014,-0.011237722,-0.075583982,1.622776715,-0.38835695,-0.100738068,-0.117503395,0.046360867,-0.135026444,2.106135131,-0.333529767,-0.160330877,-0.126919292,0.093850074,-0.301202067,9.611907217,4.145705177,5.241795599,0.078923476,0.114707879,0.248949777,0.386912185,0.614229085,5607.402758,5542.470733,3063.690146,3048.456946,4420.076983,4130.80955,3605.557887,2053.525978,2874.294505,939.4169966,1986.907687,2202.880036,1972.977116,1901.677652,1237.419161,21461.35781,13101.15328,10556.69838,3753.907281,4391.855899,0.305614305,0.215901851,0.135672217,0.238064551,1.645923352,0.450414318,21.11066675,273.2455103,2.120451288,0.1044,0.1996,2.593773284,7.785317685,14.38713679,15.98488365
290,81220.58237,86945.10245,9.601020456,7.329505002,-81220.58237,-86945.10245,Threshold 1 (Usual care),64.9792857,65.0828536,0,0,5.256740938,4.728585987,0.214,0.4686,1.901627453,4.15052071,16.12686648,16.02688107,0.0472,0.0828,5.830049721,5.034147228,0.8558,0.6524,1,4,30008.61212,37532.08201,3880.440486,37559.05375,0.128601921,82.3731271,65.0828536,0.450587552,0.499820878,0.192816502,0.853801329,0.201237403,0.823062199,0.38121083,0.722413066,0.619441386,0.651849566,2.365060811,-0.395024406,-0.051523851,-0.029200527,-0.061205449,2.037830469,-0.393471366,-0.194735585,-0.0103027,0.110303904,-0.202470746,2.033079024,-0.416399591,-0.05417448,0.040248575,0.041950208,-0.287888725,9.925605092,5.034147228,4.740414263,0.023362545,0.100848851,0.215534534,0.381532731,0.585520922,7399.488522,4210.712225,2777.39972,3779.883748,4820.614323,4822.357169,3283.515596,2416.805094,3962.034862,2250.144968,1929.113605,2480.163251,1818.51517,2215.874213,614.8754086,23594.52167,6437.123489,11454.42214,7540.192727,4083.56139,0.350161914,0.121871794,0.236563654,0.160545005,1.717926659,0.477834122,17.60713887,82.94383973,1.385440704,0.0472,0.0828,1.901627453,4.15052071,12.49160143,9.615038627
291,72832.02847,84033.43216,5.694041825,8.263717776,-72832.02847,-84033.43216,Threshold 1 (Usual care),65.21313187,65.32939863,0,0,5.921485861,6.05096411,0.2798,0.588,2.069006186,5.095791313,14.83835195,14.82132478,0.0358,0.104,4.177737995,4.367884902,0.5564,0.8222,1,4,30045.92747,35605.04455,3486.253578,35530.0529,0.198111578,82.9639865,65.32939863,0.450422545,0.502443552,0.282094017,0.55131435,0.174688691,0.487970055,0.490449925,0.900040291,0.639249937,0.827799001,1.95079818,-0.455795307,-0.280540851,-0.118448317,0.133783637,1.756754125,-0.511704827,-0.148798342,-0.183920634,0.001478253,-0.115376783,2.288810176,-0.350998662,-0.275107105,-0.127924918,0.044360749,-0.252197193,16.08143671,4.367884902,6.05096411,0.01111843,0.24907514,0.212232682,0.46091658,0.642893128,7264.255812,4217.245072,4770.793529,3992.162162,2644.495043,3431.034394,4351.131714,1452.399309,2357.00367,3213.029143,1993.723486,1249.049603,2365.235997,1323.156826,915.9210568,20764.33704,10391.45242,10675.79088,8115.821646,9181.400909,0.263235714,0.148053428,0.296065605,0.270974828,1.990532428,0.480348938,14.23133964,65.23371111,1.421046689,0.0358,0.104,2.069006186,5.095791313,7.447180819,10.98402099
292,80038.65652,85717.38001,8.596282439,7.358691049,-80038.65652,-85717.38001,Threshold 1 (Usual care),64.66138154,64.78242924,0,0,4.236634373,3.947241945,0.272,0.4832,2.625369936,4.306780399,16.63678998,16.29477776,0.0454,0.0692,4.742646242,4.278967893,0.7394,0.6478,1,4,29953.459,35609.99475,3247.967833,35616.33311,0.119424032,82.76784002,64.78242924,0.450779973,0.500172265,0.324139111,0.740386054,0.241644573,0.637973247,0.305273825,0.675932225,0.554515669,0.644466328,2.484556813,-0.478501681,-0.396172247,-0.117069604,-0.115315515,1.827175567,-0.387031895,-0.237185973,0.027997579,0.064232615,-0.16534723,1.883033902,-0.487636796,-0.213180497,-0.226802645,0.002064576,-0.351066494,21.89631532,4.278967893,3.947241945,0.006861109,0.17854008,0.23339618,0.423151339,0.588148911,5768.15355,3976.731994,3754.231886,4450.089683,3989.313517,4613.747191,2584.772818,2274.605274,2648.190475,1837.253306,2505.756598,3779.963533,1551.256722,1712.414069,1371.436249,41624.71823,11315.10922,3365.869866,5019.098612,6881.433142,0.106484094,0.106765087,0.086350303,0.333160805,1.697827611,0.444376707,12.09799494,210.00688,2.317045208,0.0454,0.0692,2.625369936,4.306780399,11.11193486,9.549545184
293,78552.43942,102304.2214,7.918113357,9.845346958,-78552.43942,-102304.2214,Threshold 1 (Usual care),64.64539289,64.75812113,0,0,5.768027804,5.977541009,0.25,0.7602,2.622101202,8.427091762,15.88238633,15.91607776,0.0896,0.208,4.799206183,4.314869869,0.7102,0.8908,1,4,29987.34113,31457.33598,3573.716785,31293.3205,0.098759994,82.76925039,64.75812113,0.449412579,0.500109697,0.285367265,0.712253915,0.194501023,0.836919245,0.515331583,0.669313466,0.823637893,0.892754521,2.309811481,-0.368757942,-0.204432494,-0.096370074,0.055042687,1.821015614,-0.409093399,-0.293041463,-0.067214353,-0.002311663,-0.107071372,2.159287831,-0.414265046,-0.011524091,-0.126377883,0.108531468,-0.316821814,13.90271591,4.314869869,5.977541009,0.057716134,0.122542952,0.299624077,0.460677683,0.679969761,5362.219563,6364.792915,3818.565492,4356.519469,4196.9922,4201.643644,4225.322903,3455.336115,1796.26845,2842.943101,2182.108033,1443.437587,1514.348676,1512.917379,960.9210433,32775.1184,7166.505105,14191.6255,2483.018426,4934.612303,0.139384441,0.371947979,0.23373476,0.211632044,1.662710654,0.482140717,16.34223005,67.10239533,1.231949836,0.0896,0.208,2.622101202,8.427091762,10.38124908,13.03078987
294,68685.53607,76556.91344,5.555861738,6.840133733,-68685.53607,-76556.91344,Threshold 1 (Usual care),64.28342827,64.40015452,0,0,6.266049402,6.616487343,0.308,0.5234,2.476796023,4.269856132,13.75748452,13.84397391,0.0578,0.095,4.329523969,4.64174883,0.5708,0.7094,1,4,29982.76251,21697.63523,2784.172025,21635.61497,0.146567858,82.96686137,64.40015452,0.449373862,0.501568319,0.424412409,0.575625846,0.384719535,0.795833414,0.438040722,0.766652287,0.670479906,0.723585877,2.319050453,-0.435751888,-0.185466857,-0.01912773,-0.100405128,1.820618961,-0.416753218,-0.11336987,-0.12738137,0.139335579,-0.207464253,2.250923649,-0.434104289,-0.087001052,0.003373517,0.154573444,-0.210573466,11.27206834,4.64174883,6.616487343,0.030347207,0.07898286,0.232273399,0.443060264,0.624862724,4592.720385,5108.722868,3157.952751,3958.028016,4351.794053,4449.366181,3090.867574,2060.228227,2703.988101,2188.43849,1932.012988,2020.80398,1787.522029,1689.338584,1438.236993,33973.17399,10039.41897,8710.657806,14684.36397,12037.03002,0.140326272,0.229616234,0.319098062,0.218330165,1.799459343,0.475833995,11.99366175,45.25331783,1.050488342,0.0578,0.095,2.476796023,4.269856132,7.233898834,8.911143657
295,70894.44524,78389.86449,9.97655151,8.000974681,-70894.44524,-78389.86449,Threshold 1 (Usual care),65.08003131,65.23158887,0,0,5.208627235,4.799017736,0.1746,0.5334,1.223382558,3.752220391,15.96592341,15.59369077,0.077,0.1006,4.754709169,4.301953724,0.9014,0.7414,1,4,30059.23985,30177.31122,3108.549384,30250.80224,0.187989364,82.62484978,65.23158887,0.449930386,0.500853317,0.170575768,0.900155692,0.32103023,0.87307547,0.469053182,0.642897161,0.603745676,0.725459572,2.19464447,-0.46035678,-0.26380446,-0.050152921,-0.146351404,1.738928336,-0.393620877,-0.181268619,-0.064788891,0.015843763,-0.092124738,2.004164688,-0.389772115,-0.13625599,0.090482607,0.079791122,-0.28737965,11.74232196,4.301953724,4.799017736,0.072320337,0.108484261,0.22143067,0.41453409,0.578697738,4597.789934,4319.351184,3037.752358,4772.127609,5798.832799,4547.131887,3058.441808,2285.248032,2973.869637,2052.685782,2244.145092,2248.626576,3161.35044,1713.236717,1231.604935,29248.2326,15924.05241,8197.049003,22486.34825,13230.26463,0.283289669,0.189846495,0.34059872,0.378671213,1.26528035,0.48948721,15.04632546,94.47412225,1.798539193,0.077,0.1006,1.223382558,3.752220391,13.07922223,10.56944431
296,71266.80495,78693.28132,8.120951412,4.499871702,-71266.80495,-78693.28132,Threshold 1 (Usual care),64.80435543,64.92598301,0,0,5.141813434,4.462761362,0.2776,0.5002,3.16187014,5.543332564,13.83699039,14.15711596,0.1244,0.1238,4.944528759,4.192363586,0.8578,0.5006,1,4,29997.71406,28172.44819,3256.970536,28194.91661,0.207422142,82.47896022,64.92598301,0.449610964,0.499947068,0.262753468,0.854283886,0.25996708,0.698233011,0.465535919,0.766719521,0.780212397,0.505035005,2.232362409,-0.397796714,-0.346318966,-0.024138142,0.099772383,1.881716187,-0.444044168,-0.102518263,-0.074423972,0.104100421,-0.275131762,1.873096748,-0.513628062,-0.070356527,-0.010655346,0.123253282,-0.176891679,28.06891241,4.192363586,4.462761362,0.100214688,0.137445066,0.286031108,0.436007743,0.576035333,6094.456913,3648.986488,4341.516569,4350.555984,4440.816519,1790.434467,3195.747396,1819.137129,2741.886569,1515.095888,2340.820514,1465.388517,2482.53973,1987.059124,2951.285804,23287.555,29802.27616,12003.50675,10788.1262,8310.461014,0.249651804,0.088891502,0.059382854,0.21038996,2.066676543,0.508213001,13.13731238,39.50997931,1.129679034,0.1244,0.1238,3.16187014,5.543332564,10.86107226,6.170616347
