d_Recovery18to64Cost,d_Recovery65plusCost,d_Recovery18to64CostMean,d_Recovery65plusCostMean,d_LongtermDisabilityUtility,d_thresh1_imv_surv,d_thresh1_surv,d_thresh2_imv_surv,d_thresh2_surv,d_beta_imvDuration_intercept,d_beta_imvDuration_death28,d_beta_imvDuration_age,d_beta_imvDuration_sex,d_beta_imvDuration_logalpha,d_beta_oxygenDuration_intercept,d_beta_oxygenDuration_death28,d_beta_oxygenDuration_imv28,d_beta_oxygenDuration_age,d_beta_oxygenDuration_sex,d_beta_oxygenDuration_logalpha,d_beta_hospitalDuration_intercept,d_beta_hospitalDuration_death28,d_beta_hospitalDuration_imv28,d_beta_hospitalDuration_age,d_beta_hospitalDuration_sex,d_beta_hospitalDuration_logalpha,d_LTD_riskgroup0,d_LTD_riskgroup1,d_LTD_riskgroup2,d_LTD_riskgroup3,d_LTD_riskgroup4,d_imv1,d_imv2,d_imv3,d_imv4,d_imv5,d_oxygen1,d_oxygen2,d_oxygen3,d_oxygen4,d_oxygen5,d_ward1,d_ward2,d_ward3,d_ward4,d_ward5,d_y1,d_y2,d_y3,d_y4,d_y5,d_thresh1_imv_death,d_thresh2_imv_death,d_LTDmortalityHR,d_dischargeSurvival_shape,d_dischargeSurvival_scale,d_dischargeSurvival_ageHR
30051.1598,31144.85499,3580.751908,31314.74955,0.285738043,0.436031123,0.942925789,0.239780958,0.685987529,2.325364453,-0.353096798,-0.25462418,-0.054598052,-0.037587539,2.086937308,-0.454682493,-0.023059001,0.030194091,0.134836475,-0.195910099,2.149692849,-0.252369252,-0.060507316,-0.039836437,0.024428761,-0.26732468,0.010572898,0.18522584,0.221784608,0.342597096,0.71875709,9042.021728,5082.895927,2716.976099,4133.284652,5088.362124,4327.637593,2754.217621,3271.149121,2306.011258,1452.598948,3220.452887,1576.743528,2698.400435,2753.779929,1278.734605,21860.04304,20960.61757,4105.116068,14948.84425,4452.629286,0.143372484,0.135821481,1.93359948,0.539999434,15.17649999,1.853793914
30027.76091,26903.30361,3011.213239,26730.96674,0.249111095,0.396178029,0.773660299,0.103975165,0.792955174,1.941259773,-0.489599012,-0.14619458,-0.020581514,-0.140415284,2.014842432,-0.421235909,-0.176601998,0.036064066,0.086729281,-0.252308329,2.054635347,-0.435689137,-0.076252174,-0.185254557,0.023940287,-0.217768081,0.016689898,0.107398982,0.226501984,0.420497251,0.56482358,9474.809434,5414.910756,3205.2809350000002,3749.74846,2863.88949,3581.518994,1656.656881,2510.553944,2509.888935,4632.265762,1977.677093,1699.308397,1931.904047,1348.288606,1828.505846,33673.39083,17308.2041,5173.430811,4758.412516,3354.823308,0.021248997,0.082696937,1.616466274,0.468806755,19.282649,1.079690452
30017.79546,23855.89929,4864.649037,23879.091950000002,0.185512379,0.305428098,0.845446643,0.124362,0.6522851,2.287804618,-0.413046406,-0.167211312,-0.096283495,0.008288162,1.938784509,-0.405824544,-0.15585033,-0.137781196,0.040773166,-0.127990901,2.42643906,-0.247424228,-0.119188609,-0.161156158,0.049086868,-0.27766466,0.048322761,0.27031258,0.395682393,0.357399883,0.534877287,4720.458451,3795.891149,3715.850523,3897.413506,3599.160366,3123.41517,2769.576321,2469.256464,2191.65896,3488.998403,1472.228807,2726.537576,2011.439373,2017.605981,2535.165625,35457.10034,8470.747262,8045.556465,8419.923426,6032.244827,0.065122905,0.338245473,1.593221422,0.471696903,19.8998011,1.466808656
30035.12509,26049.29598,3733.500906,25959.56648,0.222594851,0.177633462,0.88561187,0.353617014,0.722434145,2.429889307,-0.467521592,-0.288135299,-0.014951527,-0.010376294,1.797580797,-0.535189948,-0.205494154,-0.056620564,0.069668758,0.023902823,1.734305609,-0.401527573,-0.076935452,0.036618091,0.074600385,-0.124540599,0.053904162,0.117154255,0.293891593,0.378230134,0.667715755,3987.849918,4106.408173,6101.373902,4353.818912,2335.406622,3218.432531,2115.741425,2403.093551,4202.086684,4426.180513,2292.994524,1838.767715,1665.610969,1766.142053,1550.355618,33765.71811,18635.10968,8839.159304,3678.769618,17485.08474,0.161710064,0.321694317,1.569782353,0.454445953,20.16658014,1.897629079
29932.08946,19764.60072,4354.903952,19917.38456,0.317098482,0.241422472,0.606814217,0.14284074,0.846202137,2.366852236,-0.520593247,-0.327468212,-0.058582011,-0.101766364,1.433765801,-0.389000871,-0.26698483,-0.11021712,0.03877931,-0.19812183,2.013745832,-0.367387874,-0.114653222,-0.011263779,0.123563828,-0.354304705,0.029743453,0.126493487,0.198102216,0.416468021,0.628123061,7944.404455,4918.34421,5125.9846,4335.465417,3892.885288,4748.793765,3100.712568,2759.130333,1974.059927,2322.264201,2234.195065,1862.057167,1469.763836,2059.307255,1044.869123,37055.85108,14771.81378,4400.434545,10367.56681,5357.615496,0.146167483,0.033449397,1.83097015,0.496026192,13.65487183,1.06143734
30027.15678,24859.32637,3917.455794,25134.33061,0.313800703,0.339243845,0.631607776,0.479615259,0.83176191,2.493043354,-0.502182195,-0.202070185,-0.012060607,-0.069490617,1.81046727,-0.3940726,-0.221347762,-0.194278887,0.071600038,-0.163902172,2.125272729,-0.467432512,0.048737652,-0.038305947,0.122888734,-0.229511186,0.013446224,0.124998539,0.218130552,0.423055023,0.473850464,4525.503464,4691.776549,4838.453208,4279.693868,4655.473738,3337.328106,3722.811124,2064.760941,4036.290276,3053.794791,1443.372557,2646.016543,1561.478588,2501.296107,2004.112457,22153.76675,14655.67049,8228.207511,6903.761716,3004.886731,0.181927054,0.06795749,1.665712274,0.45989332,22.72087613,1.395439376
29842.6803,29387.88988,891.9087296,29214.35153,0.291877168,0.234911674,0.814889821,0.0723009,0.610637638,2.224714689,-0.47047327,-0.293314896,-0.066232319,-0.130576114,1.699002656,-0.479402848,-0.082314323,0.033936933,0.116088645,-0.072125969,2.38965806,-0.369467197,-0.179698334,0.203155213,0.012445986,-0.215916458,0.021632811,0.107268695,0.226056235,0.384594589,0.524599679,6229.144933,4187.43436,4010.463309,4229.539394,4436.158192,2115.201627,3137.997361,1276.864854,2093.754339,3077.891936,2340.908318,1443.289418,2314.611051,2358.892249,1219.159447,33353.2271,7920.283761,16287.02681,9936.215786,10706.70472,0.329956679,0.128212063,1.989207379,0.436732589,22.15498647,1.80781414
29915.88021,26600.25603,5222.750042,26602.79388,0.226281483,0.22978139,0.766734771,0.073629755,0.647077618,2.263625053,-0.50704915800000006,-0.31748079,-0.079104532,-0.055075198,1.738408979,-0.388097178,-0.115675965,0.10425243,0.08448562,-0.110033559,1.82519926,-0.41923921200000003,-0.145452532,-0.138701414,0.016276934,-0.213945051,0.067209107,0.146311644,0.359078695,0.419144361,0.617597395,5333.687856,4292.261738,3933.776571,4189.337925,4359.192775,5246.578985,2712.859253,1437.451941,1996.842693,1751.962885,2165.503528,2171.306647,1891.943217,1429.039548,1044.74996,35849.64141,11072.34343,4566.679012,7943.202348,7176.1052,0.12514477,0.057221483,1.907437438,0.432477271,17.85103869,1.367899692
29995.1419,32264.42154,4242.437399,32178.37652,0.338087703,0.25236721,0.787550508,0.32307251,0.711524955,2.268896521,-0.577685999,-0.292505889,-0.098204915,-0.146623633,1.851133004,-0.387100734,-0.228117865,-0.229470482,0.051638819,-0.193578809,1.860209204,-0.408505254,-0.138124452,0.071868398,0.054648713,-0.313057467,0.014934896,0.155411822,0.247721448,0.321582312,0.565024954,5170.116454,4345.670112,4210.635862,3405.259812,4793.680059,4150.345146,2056.790785,2818.483734,1603.860953,2179.320156,2922.76358,1166.795862,2391.934965,1808.356515,778.5323685,17609.98449,16773.99167,10023.97359,6588.639048,5407.9581,0.228091713,0.129201326,1.665809026,0.481810528,18.44222488,0.774650456
29892.79187,26904.11291,3529.275626,26828.73049,0.172376071,0.332835268,0.825207983,0.322425271,0.845171548,2.410548069,-0.416675674,-0.219039415,-0.067463326,0.131262959,1.834930765,-0.337619271,-0.198937814,0.03800026,0.066997173,-0.079056386,2.118761564,-0.320232258,-0.131221889,-0.024187521,0.003802638,-0.251606595,0.035806706,0.120795056,0.169674216,0.408278688,0.638063198,8095.33391,3852.990097,3598.675423,5559.57954,3719.923945,3783.16574,2938.433504,1442.582419,2356.963326,2498.543392,2848.253578,1924.840095,1637.070133,1453.107551,964.4314479,37602.46559,6279.325169,11682.25824,3989.704773,1802.097888,0.053829092,0.351623394,1.772433268,0.431976059,15.90841212,1.686220448
29891.02158,22042.68531,4027.182383,21900.36229,0.205881729,0.294386556,0.826542124,0.120348455,0.831845646,2.258782604,-0.451147757,-0.183833082,-0.05778781,-0.117263412,1.830031755,-0.498080193,-0.302493981,0.059371379,0.149661873,-0.199601542,1.942165053,-0.591102101,-0.194312713,-0.026125117,0.044810359,-0.257416538,0.016280768,0.091214727,0.279147884,0.400582137,0.579753007,7990.092997,3922.144707,3124.777237,6099.485459,5203.292438,4445.579766,3682.863596,1674.648153,3012.856715,3554.629775,1871.007069,1894.636463,2572.608793,1473.049987,1929.15407,13803.76869,9915.956379,9821.939919,11844.39557,9002.881465,0.109038217,0.063748616,1.909731969,0.517697445,19.26474148,0.798434776
30052.12335,24537.65192,4991.627429,24519.86411,0.317680505,0.421940787,0.87837398,0.150619397,0.815198624,2.513319033,-0.395669378,-0.256654654,-0.164736307,-0.098537995,1.954605339,-0.416175954,-0.080109879,-0.016628428,0.033799223,-0.251086199,2.332271025,-0.488737004,-0.130967589,-0.112593212,0.075504164,-0.297609514,0.009210335,0.121203838,0.25916432,0.438827357,0.563715945,7860.735883,4426.327929,2720.525552,5258.227426,4411.998844,3159.969092,2538.521615,2580.514572,4132.432475,1770.933434,1670.825389,1476.603082,1494.960117,1940.84218,2534.16415,22481.88758,15905.35209,7665.790807,10882.34952,12557.46854,0.29343563,0.368534808,1.51935771,0.414384087,17.35519639,1.359549016
30075.54556,24130.51217,2446.185183,23999.82956,0.233206892,0.364363103,0.859214029,0.104516507,0.712156346,2.366177507,-0.480043878,-0.245296908,-0.128619995,0.021633317,1.952639906,-0.322465796,-0.140918284,0.100038636,0.024851138,-0.115031216,2.250326124,-0.47681968,-0.117811284,0.018761522,0.030043407,-0.327539182,0.027701856,0.304789094,0.207381919,0.37709794,0.580694701,9318.97131,5003.585406,4449.705957,3250.081884,4465.586026,3334.772141,1604.321253,2442.036929,2334.554725,3540.326937,1929.169743,2329.155016,1923.596171,1202.105395,1274.065323,27000.48904,26158.62573,8356.851893,9151.15312,6605.472256,0.265125573,0.190638337,1.456870536,0.457338366,9.262309927,1.880825079
30059.94824,31155.11274,2938.943258,30953.67212,0.300002436,0.194655848,0.637703141,0.097796129,0.888132902,2.17600984,-0.383001728,-0.300128689,-0.059216942,-0.002293462,1.63040892,-0.399074455,-0.261985915,0.129156558,0.062652264,-0.157792673,2.139639264,-0.477222935,-0.19243589,-0.026349355,0.022295753,-0.360852871,0.009974067,0.107853354,0.293276674,0.367965839,0.493546395,5382.555864,4678.399795,4739.696132,4882.847554,4438.052715,5899.489381,2243.731729,3190.87093,4294.585099,2707.568964,3224.074235,2151.680577,1682.136346,1172.733266,2393.913981,40462.66329,13149.04284,7776.939184,5009.253403,8420.123627,0.152516121,0.193946179,1.604205107,0.480574847,16.68795259,1.386163524
30051.84179,40076.75294,3147.056557,40087.21397,0.112413262,0.424131104,0.83318917,0.095685869,0.821024163,2.185866028,-0.396242395,-0.309386659,-0.078244106,0.123221416,1.449499074,-0.424753854,-0.073820862,-0.024203854,0.026649285,-0.049929894,2.116416807,-0.508681531,-0.196224018,-0.018849319,0.063641263,-0.156859196,0.005674095,0.159499437,0.269864848,0.467498285,0.62224097,6559.07854,4721.084914,3810.102523,4635.365528,4776.125488,4454.026651,3016.368743,2825.43163,3381.53568,1627.39965,2667.391951,2159.706947,1558.968033,1814.147107,1075.659519,24158.9461,13018.62133,6462.44844,3528.958183,5680.464983,0.098039604,0.127619165,1.285968329,0.512564625,18.43907389,1.491253597
29981.80899,29767.96702,4408.623904,29796.22996,0.357827172,0.253061658,0.883359492,0.224343306,0.66440406,2.458863591,-0.606835874,-0.23335183,-0.035546128,-0.05439206,1.667902984,-0.346626353,-0.211971316,-0.001345885,0.107691166,-0.298135773,2.181858026,-0.30999763,-0.149521138,-0.130976445,0.088703154,-0.28237303,0.035507479,0.103428167,0.202226176,0.317326687,0.593873042,5058.381832,3162.9339880000002,5770.268172,2579.006471,3868.987855,4454.213943,2914.247573,2357.732612,2849.699509,3041.535788,2549.382607,2272.569717,2204.810507,1648.166814,1658.778274,24003.46604,14471.88958,5564.029427,7665.0101,8327.040528,0.253482565,0.287839767,1.595192496,0.548390841,15.42434069,1.41702384
29989.41736,43686.45915,4314.947532,43589.18243,0.270182671,0.445293902,0.853917631,0.217312951,0.834174699,2.337362466,-0.472689158,-0.248293409,0.007959852,-0.085170879,2.044804703,-0.477741881,-0.176997012,-0.009188141,-0.037963917,-0.048059361,2.06789044,-0.361095285,-0.136791021,-0.044445617,0.071843187,-0.399684398,0.008476543,0.157109007,0.246493875,0.500960534,0.743127478,6870.761848,5775.064232,2979.097478,4771.797279,3306.915254,4349.30086,2167.307496,2277.894053,2629.030204,3154.002482,2229.233676,1586.420536,2226.812526,1521.14734,1081.575724,18432.76387,5619.540129,3052.865882,3544.206398,3357.867904,0.119012196,0.142561696,1.683421416,0.416789449,12.47650329,1.123292245
30010.96369,26733.27792,3326.555122,26915.01515,0.167930346,0.210413114,0.786867801,0.243114572,0.928101304,2.608529869,-0.384697574,-0.286906037,-0.031498939,0.028483955,1.786651669,-0.419191232,-0.148917705,-0.115255875,0.054746718,-0.234334611,2.100325002,-0.474315716,-0.084250948,0.099642258,0.083056891,-0.227098297,0.006748837,0.114330567,0.182276572,0.436491167,0.653466771,4893.387073,5130.173593,4050.294055,3673.232603,4652.547706,3158.778492,4167.711199,2806.432029,3136.830376,1555.538891,3249.258025,1902.670627,1757.436087,1560.18628,1162.729946,28039.66895,17649.10676,8627.303395,4599.854425,2530.602059,0.316332242,0.174588184,1.424896403,0.488676044,18.77524821,0.965351436
30081.50794,34433.89004,4171.42851,34622.72861,0.308792062,0.33422245,0.770534706,0.18064648,0.764390857,2.417757452,-0.321111075,-0.358619656,-0.091839888,-0.154923474,1.596775033,-0.432345343,-0.110162626,-0.148191991,0.120913794,-0.093745088,2.108691468,-0.329677693,-0.177182471,-0.025021386,0.041887969,-0.314581177,0.019704608,0.246455526,0.228410858,0.354522633,0.61467762,5478.896233,4469.748336,3622.662098,3496.575114,5119.745387,3905.003816,2769.485178,2033.473775,2962.835561,2615.242471,2642.007327,2723.079231,1763.2308,1745.514612,1768.376254,20972.85773,17078.92675,7181.525708,1418.5671830000001,6696.783306,0.134245535,0.182835584,1.572259228,0.466934538,12.33379163,1.655354091
30075.85986,28260.0221,384.7480677,28261.49638,0.160770659,0.306882837,0.921509812,0.385540318,0.776745838,2.246275082,-0.538677764,-0.285993119,-0.080275791,-0.007320965,1.537146568,-0.484248718,-0.207909181,0.02749095,0.114736829,-0.246405467,1.966744639,-0.382330289,-0.023443415,0.043555396,0.090552895,-0.219640395,0.034158648,0.134345043,0.165968266,0.39167082,0.638884246,6235.385086,3566.033967,4779.105444,3779.367582,3779.421569,4377.000512,1679.904203,2105.294718,1996.150835,2685.915831,2883.445037,1806.909574,2503.848376,1474.299905,2255.814729,25258.59584,12320.23234,5560.300393,11547.02314,2080.156419,0.24928392,0.180243391,1.67084942,0.425582047,12.82816914,0.779821068
30013.03534,29998.88002,5241.961233,30078.90651,0.175796681,0.211153814,0.900306816,0.151415,0.759120586,2.526936573,-0.544060025,-0.296681306,-0.104401328,-0.136200974,1.738042934,-0.407562728,-0.050479515,-0.012154633,0.074926455,-0.130122032,1.968010197,-0.497933404,0.067676799,-0.11539948,0.065996127,-0.316348493,0.030154609,0.116286113,0.224604,0.484907837,0.62244878,6830.016215,4847.291259,3822.273162,3854.249659,4518.362288,3603.910178,3303.688823,2779.442025,3145.523802,3246.303736,3315.517003,1978.585156,1456.152216,1525.473501,1997.239449,40707.22195,11611.33423,6725.993515,4455.880757,4317.749779,0.151370454,0.047068237,1.476854061,0.51465305,11.04893874,1.568554081
29960.2137,27561.08585,3417.456193,27774.09196,0.230021616,0.342017552,0.545219674,0.532856613,0.793838259,2.000069942,-0.358651289,-0.267603379,-0.014909884,0.030019579,1.907951912,-0.392856465,-0.169192741,-0.015244714,0.073807064,-0.295967235,2.040461653,-0.528424411,-0.049815774,0.002367284,0.112640514,-0.384166408,0.031928898,0.11622933,0.170574701,0.47175904,0.591011637,4876.733788,4450.807055,3726.615287,4474.67299,2785.055434,4224.450084,2489.980806,1663.59336,2618.597116,2065.472434,2482.127541,2061.925539,1336.436621,1401.228578,1249.211422,30719.58778,10271.4997,4462.969943,5639.292583,6865.711576,0.175089132,0.142594668,1.620958471,0.477951064,10.87063394,1.114617928
30007.57477,34882.76916,1846.527809,34833.58073,0.242085889,0.326975347,0.705770279,0.21952704,0.915262613,2.266783903,-0.485205811,-0.224621878,-0.083281887,0.068764436,1.761723285,-0.300661151,-0.156045001,-0.030049162,0.017043706,0.022484958,2.073031609,-0.370107302,0.015294605,0.094737908,0.052960712,-0.265504049,0.061088955,0.067350063,0.302943532,0.359290069,0.559559444,3426.853175,3993.511821,4268.492729,4977.75153,2726.157998,5109.956276,1961.099949,2967.681757,2689.608235,1681.8729,2282.769412,2507.518442,1942.2635,2017.843965,689.5181318,27341.36339,12861.40365,7470.441922,11632.7863,8489.575191,0.247433075,0.092248743,1.45343254,0.492670544,15.11659738,1.219255332
30064.82256,26898.47105,3709.858933,26809.26256,0.288012367,0.338039392,0.854655973,0.155243194,0.860394786,2.424866905,-0.465076357,-0.204299161,-0.134056303,-0.167253667,1.404143814,-0.402228451,-0.183218592,-0.137182479,0.049155547,-0.012775494,1.776826067,-0.51641188,-0.043559699,-0.067248851,0.008932826,-0.184406781,0.04313572,0.120834413,0.267576022,0.415672882,0.644443111,5036.954515,3940.492566,4308.155255,4533.16653,3703.834902,2752.430459,3393.872658,1219.98907,2555.904023,2472.857743,1836.942849,3499.496013,2050.62128,2177.820674,1726.753051,24252.06132,15422.79008,10544.46022,3795.903258,11473.95426,0.130528215,0.112110208,1.712297893,0.40819791,15.30035834,1.140171252
29961.53002,24907.45872,2572.119774,25125.85326,0.15122692,0.385634343,0.570765134,0.435213498,0.690916672,2.067218748,-0.366536328,-0.352557973,-0.127104065,-0.105316706,2.11650015,-0.297909765,-0.112790976,-0.022075464,0.019965633,-0.212765664,2.11113619,-0.49029313,-0.090417913,0.119768467,0.041176588,-0.338963458,0.014275779,0.240170882,0.304528948,0.489699086,0.555109993,5408.524383,4369.047927,3833.104727,3391.673341,3212.126775,2632.494592,2393.561814,1382.551371,2862.34505,2047.55848,1996.351889,1260.064811,1281.666592,2151.127068,1557.429012,34031.37406,20316.59332,11607.44872,10730.66269,6694.239643,0.135289868,0.11260211,1.769594306,0.414958268,16.55991585,1.813974396
29907.64759,35182.05661,2701.509118,34950.185,0.227657351,0.414983877,0.906390692,0.112567845,0.820599298,2.446635219,-0.436876784,-0.378174719,-0.058188926,0.134750466,1.823507489,-0.374842128,-0.185212283,0.074069088,0.041224086,-0.212917605,2.220410134,-0.409612175,-0.059113728,-0.049043318,0.134810351,-0.328805171,0.116373665,0.147007887,0.213283531,0.451932367,0.557563598,6049.466432,5780.312155,2658.370854,3564.004332,3245.48877,3796.496258,4091.659133,2600.328181,4227.54797,1790.069019,1317.833114,2240.232703,1405.014357,979.3703348,1763.803827,34247.30304,8601.871213,3525.212866,3715.342979,12592.40276,0.115070304,0.1466702,1.74396106,0.482245842,14.27498157,1.114293295
29977.7896,21982.80557,3288.821124,22183.52477,0.214677928,0.412958596,0.747319572,0.36282629,0.779753061,2.094993663,-0.471619986,-0.230655255,-0.041657383,0.062012445,1.671608864,-0.425855985,-0.262818823,0.020442613,0.100315077,-0.066943022,2.240758778,-0.537721331,-0.235841476,-0.069869479,0.056023753,-0.309366991,0.033611245,0.164595145,0.257302149,0.346411102,0.635022423,9031.526379,4978.800654,3767.013199,3646.189528,2966.897149,4390.534488,4056.026307,3049.507557,3956.728609,3464.853098,1401.289554,1483.022915,1118.394755,1192.372418,1485.600807,29132.02021,15813.16145,7248.677542,8850.820416,3901.46242,0.349470145,0.3075896,1.816379749,0.364435016,19.08426652,0.691155149
29943.2833,25284.4658,4101.281426,25460.43485,0.170650077,0.239419242,0.617741707,0.108637563,0.833846974,2.150385383,-0.429824164,-0.191566176,-0.07747166,-0.0293827,1.783155655,-0.507634779,-0.120699939,-0.037780778,0.025561199,-0.220349994,2.125436107,-0.382255271,-0.003895395,-0.021101282,0.136455711,-0.450288793,0.008227341,0.245176378,0.165852323,0.420728554,0.596853895,6814.232351,3919.353603,2925.363111,4063.771462,3557.960167,3549.230161,2439.1133,1294.53667,2693.878465,2180.532375,1152.394525,1351.282905,1551.51098,2172.577749,1577.239574,33713.04803,12494.88972,23257.43257,1633.472946,12898.97511,0.022497916,0.318028602,1.899584394,0.514710927,16.49924963,1.605628681
30073.20889,28848.82669,3405.547809,28764.424,0.238142533,0.444561495,0.786162903,0.143033495,0.607957528,2.283948927,-0.416381931,-0.26666216,-0.077633957,-0.306309186,1.8136889920000001,-0.316258362,-0.028896849,-0.015748015,0.115067423,-0.198991782,2.321098495,-0.490454682,-0.034641863,-0.177057655,0.182255938,-0.315435726,0.005870709,0.12558832,0.328069257,0.410308565,0.614886992,8185.240059,3729.12683,4594.655751,4685.304678,3230.343421,3709.55973,2457.870821,3770.771138,1638.089591,3112.758094,2343.710435,1490.663593,1562.964817,1332.562872,1739.282899,26631.49624,12319.12866,9828.782736,9538.828397,2039.946444,0.138207472,0.099676487,1.687636395,0.44455692,20.79964526,2.058176285
30106.48317,25374.71587,3382.414895,25415.35961,0.168377553,0.242841259,0.786186822,0.21794967,0.651017226,2.075337431,-0.395835371,-0.269131185,-0.074570373,-0.055857403,1.813098306,-0.438316724,-0.018361156,0.043214155,0.014925704,-0.242658858,2.100769821,-0.576456009,-0.06121909,-0.056418937,0.225396581,-0.34990635,0.03475693,0.078026342,0.257062438,0.377117566,0.588726635,3981.770151,4162.446355,3094.889472,3223.149338,5463.9032,5008.223157,2044.069906,2223.766844,1527.275208,3209.785349,2590.722768,1285.65119,1387.641811,962.406214,1445.507159,27746.1682,23244.68337,21322.54698,7362.833944,5741.207234,0.214057474,0.33094746,1.781637986,0.402677344,15.65342687,0.913368502
30019.02582,22277.48501,3362.65779,22498.38935,0.232317038,0.394533098,0.695494317,0.108402848,0.841495271,2.382539457,-0.444804299,-0.285310597,-0.041590581,-0.023445384,1.745590148,-0.434423254,-0.131421416,-0.011210517,0.07340313,-0.031596343,1.866267356,-0.584452975,-0.115405314,-0.089700812,0.155996898,-0.178941526,0.009945927,0.229487589,0.264183864,0.400514601,0.53725085,5894.979367,3586.102437,5069.642563,4808.638442,4496.5551160000005,3960.104142,3536.873022,3258.206379,4339.517168,789.0013089,1946.647721,2277.608914,1296.942768,1214.429231,712.720136,18690.53042,20596.23417,3802.33639,10234.74032,26836.58193,0.153128029,0.221619904,1.857426868,0.477153872,11.1934091,1.619227639
30048.682820000002,30688.69948,2738.432366,30596.36629,0.152560449,0.233547848,0.706611639,0.277589649,0.681509697,2.32950673,-0.538494296,-0.30158345,-0.020157897,-0.081715941,1.714052501,-0.462738731,-0.146777365,-0.045368566,0.10463522,-0.123874326,2.139897792,-0.472931862,-0.159306812,-0.006798731,0.088694182,-0.331622719,0.021584422,0.208495847,0.199240849,0.450377557,0.602524565,5535.874885,4505.382513,4337.601512,4908.048586,5540.969683,4371.475135,3465.83552,2878.020937,2868.222044,2382.545683,2251.854539,2089.017368,1670.656489,2648.65482,1322.430945,36964.09451,9783.733696,14061.47122,7803.804444,4417.845753,0.145031743,0.242385678,1.628694185,0.45894449,13.69879119,0.798828139
30104.58013,25556.51579,3512.531241,25550.98073,0.131921001,0.139272432,0.846863758,0.20187755,0.700716845,2.087828207,-0.5188938,-0.292556476,-0.091381242,0.005100265,1.724249232,-0.423280097,-0.287715215,0.101965179,0.009703116,-0.144292836,2.181007708,-0.422159875,0.027628859,-0.079569246,0.06925983,-0.273459809,0.014467398,0.111119518,0.170627481,0.379320656,0.471193334,7845.450591,3957.758638,3940.486189,3895.196949,4238.665202,3874.365748,4279.093055,2194.236316,2945.80927,1481.783199,1739.240479,2199.689818,1398.864795,1184.620005,1303.527751,18586.30904,11567.99659,9706.438363,6803.009673,2166.487063,0.295223938,0.2626443,1.181172216,0.449858015,19.88286933,0.848390356
30014.29356,25988.59016,4471.191061,25998.92568,0.21021595,0.221822563,0.530305496,0.050982027,0.753545722,2.202915424,-0.454560979,-0.252092245,-0.104632187,-0.045423217,1.894550327,-0.576335504,-0.145231883,-0.054462726,0.064575029,-0.061548781,2.368257817,-0.42421952,-0.141609312,-0.033505822,0.10962137,-0.304120567,0.011347884,0.044641326,0.175677533,0.415283148,0.688018426,7137.961497,6251.899729,3780.89138,3553.372178,4443.539351,5517.778037,1639.500118,1568.024444,1722.372395,1836.730614,1903.034642,1236.103408,2332.33576,1877.315324,885.2732525,24676.95279,13736.44316,9610.210078,6719.026968,8469.923758,0.086946779,0.209969624,1.634573652,0.511095219,18.84608646,1.322331359
29910.06342,31579.83572,2910.435155,31442.4921,0.080814532,0.1597153,0.709035177,0.05531467,0.742091089,2.252143711,-0.42495322,-0.189070549,-0.087105175,-0.014541306,1.9275749150000001,-0.339399414,0.013356588,-0.076019356,0.085275507,-0.037943687,2.085367323,-0.383463871,-0.148140978,0.097545703,0.124331088,-0.346627114,0.050990886,0.072493734,0.232041367,0.449374217,0.619206007,3506.505677,4520.975458,4218.721756,4118.998425,4234.933179,3377.519736,2469.531503,3009.374145,2374.842171,1170.126836,2258.471533,1578.753703,2502.378487,2718.792453,1393.56053,18280.03023,12754.04824,8143.75204,8493.950696,1859.03249,0.036053772,0.289010099,1.888857756,0.504567021,19.51349257,2.196925201
30076.86978,29322.60224,4908.162807,29077.29065,0.281875792,0.279263138,0.689042404,0.107923177,0.831790858,2.226975844,-0.483778811,-0.253404394,-0.057285274,0.015886558,1.34688887,-0.414112075,-0.200615313,-0.091989462,0.095450322,-0.203400466,2.021003607,-0.449095979,-0.09084476,-0.181576976,0.019223486,-0.31636508,0.042164108,0.198946558,0.241769343,0.314652302,0.588431481,5204.238803,4115.298423,5163.444436,3553.691901,3094.776595,4121.523006,2199.391885,1845.276356,4226.590657,1532.772241,2287.695704,1904.444318,1500.890563,2376.1591,1296.414332,21360.39404,15795.72534,5161.869362,3101.698156,8895.92724,0.128964818,0.237034922,1.877899394,0.46894253,14.29415545,1.564097353
29967.35076,26952.44397,2456.287469,27027.86356,0.141919274,0.404314666,0.498158327,0.290291219,0.815414188,2.307841171,-0.493188404,-0.198513298,-0.093279677,-0.034105091,1.824918018,-0.428979156,-0.158227735,-0.034238299,0.03998179,-0.117997638,2.117383782,-0.347532389,-0.113719942,-0.175098904,0.039251101,-0.157905278,0.008118411,0.219573228,0.21135666,0.512096982,0.641867827,5575.253869,3865.366119,3519.175899,3547.6998,2606.373675,3465.351072,3754.566951,4820.767849,4547.490332,2877.78984,2794.27726,1860.385122,2218.883388,1518.025949,1555.604771,19463.63944,13489.75081,9149.236485,9284.757097,12853.10486,0.263922897,0.232431257,1.677706817,0.498980041,20.02191646,1.703996329
