d_Recovery18to64Cost,d_Recovery65plusCost,d_Recovery18to64CostMean,d_Recovery65plusCostMean,d_LongtermDisabilityUtility,d_thresh1_imv_surv,d_thresh1_surv,d_thresh2_imv_surv,d_thresh2_surv,d_beta_imvDuration_intercept,d_beta_imvDuration_death28,d_beta_imvDuration_age,d_beta_imvDuration_sex,d_beta_imvDuration_logalpha,d_beta_oxygenDuration_intercept,d_beta_oxygenDuration_death28,d_beta_oxygenDuration_imv28,d_beta_oxygenDuration_age,d_beta_oxygenDuration_sex,d_beta_oxygenDuration_logalpha,d_beta_hospitalDuration_intercept,d_beta_hospitalDuration_death28,d_beta_hospitalDuration_imv28,d_beta_hospitalDuration_age,d_beta_hospitalDuration_sex,d_beta_hospitalDuration_logalpha,d_LTD_riskgroup0,d_LTD_riskgroup1,d_LTD_riskgroup2,d_LTD_riskgroup3,d_LTD_riskgroup4,d_imv1,d_imv2,d_imv3,d_imv4,d_imv5,d_oxygen1,d_oxygen2,d_oxygen3,d_oxygen4,d_oxygen5,d_ward1,d_ward2,d_ward3,d_ward4,d_ward5,d_y1,d_y2,d_y3,d_y4,d_y5,d_thresh1_imv_death,d_thresh2_imv_death,d_LTDmortalityHR,d_dischargeSurvival_shape,d_dischargeSurvival_scale,d_dischargeSurvival_ageHR
30034.27605,29736.8471,3313.867852,29739.40827,0.209516497,0.286121828,0.663680374,0.042491387,0.639945013,2.214830928,-0.522374181,-0.203711276,-0.045312292,-0.06585894,1.71008701,-0.427337981,-0.062799851,-0.071395374,0.076051549,-0.054149073,1.913255306,-0.39742381,0.048024661,-0.153958279,-0.012898661,-0.146088581,0.02163929,0.150262155,0.246360134,0.388054768,0.550841082,4952.594892,3920.057417,5085.918667,4826.763665,3489.334112,4890.373529,4257.364857,2779.919318,1703.647081,3139.442452,2058.297296,1968.441684,1036.9866,2610.142318,1876.826276,43630.09449,6826.993542,2671.609309,3105.076175,7022.980212,0.315874113,0.148467392,1.915087009,0.444292449,17.37739619,1.067592039
30030.99675,36571.93548,2307.110496,36242.2349,0.215355736,0.323652604,0.845895102,0.227134663,0.649072888,2.37081151,-0.425666148,-0.315576419,-0.026412912,-0.090395639,1.632339238,-0.381976782,-0.039426422,-0.118228802,0.10848021100000001,-0.229737827,2.012168652,-0.376277831,-0.197635697,-0.042058417,0.103477983,-0.26738758,0.077801765,0.200597456,0.25041009,0.383130998,0.575693009,6528.141923,4576.127111,5220.268515,4938.528523,3026.474918,3859.902777,2011.444177,2447.281616,2813.734303,2062.946611,2613.519035,3132.922105,1336.688058,866.2044273,875.5722594,26172.68094,10895.90433,15361.20678,6775.28378,6980.991998,0.150422884,0.537522595,1.372278018,0.485062361,12.61876186,1.100973791
30030.73607,31837.79916,4352.985568,31772.12561,0.17520671,0.506920446,0.595465404,0.187006258,0.82386225,2.280984988,-0.409681631,-0.24938367,-0.031523991,-0.036475146,1.576774507,-0.353821785,-0.104207511,0.012956025,0.049511986,-0.138009715,2.211382907,-0.379988672,-0.242584417,-0.070996911,-0.009907278,-0.305630152,0.04995254,0.097156261,0.310363069,0.375129986,0.503261993,9418.444183,5725.069656,3187.099803,3471.571309,3447.621054,3335.475675,2473.335855,1613.021622,2716.329302,2821.462687,2155.836127,1503.643791,1569.045112,1454.079187,816.7771737,29069.91322,24792.8496,11760.55873,12842.0494,8029.325826,0.159620588,0.181114124,1.997271105,0.500372937,14.74024961,1.223926944
30018.79399,33582.76496,2256.077631,33650.03095,0.248424855,0.283165321,0.555693127,0.169628078,0.783625477,2.054754635,-0.481431585,-0.270925532,-0.017702701,-0.043081593,1.615406446,-0.436764165,-0.105197605,-0.063793698,0.032621699,-0.192154972,2.168666231,-0.48629535,-0.115751173,0.077042683,0.09318348,-0.253503974,0.017970031,0.143438301,0.257202117,0.345920329,0.52838984,6363.147319,5339.089357,4211.921901,5914.011514,3846.414751,4598.618919,2344.282872,2377.579189,2043.970443,1959.71519,2162.892916,2232.081932,2328.536075,1711.91093,872.8446291,28652.95079,11374.09874,11590.82056,6332.089775,4251.678063,0.271217676,0.243598535,1.584701789,0.477523181,11.41051123,1.35579809
30123.84809,33414.66732,2317.180325,33410.60678,0.245523537,0.391007953,0.744730799,0.232265049,0.900261634,2.158073367,-0.429056952,-0.128263599,-0.119896573,-0.217026431,1.71962333,-0.505212792,-0.230000463,0.106223863,-0.036802911,-0.165972623,2.369393644,-0.477696151,-0.112386723,-0.068122859,0.072385511,-0.325832917,0.041427814,0.121779382,0.241536328,0.352986408,0.615386205,5860.095668,4609.736205,4350.314538,3876.662488,3684.944042,4826.295194,3655.602871,2334.996893,3035.465763,2250.060171,1824.04834,1975.884392,1725.944095,2232.584126,1475.156094,32552.70448,13572.59362,11284.17719,9483.129914,7113.997623,0.125326513,0.045375753,1.711789718,0.465366631,17.35529544,1.502764896
29974.33551,35840.04882,3342.713565,35869.22712,0.204486717,0.281558994,0.697065663,0.355733187,0.739091722,2.207976456,-0.486456041,-0.209597466,-0.056532373,-0.072408414,1.441688132,-0.373203415,-0.092723929,-0.049571081,0.08936063,-0.112220131,2.376364453,-0.556230076,-0.099220268,-0.145534608,0.104945245,-0.194484853,0.037531978,0.223155003,0.156352734,0.364603452,0.64470617,6461.594945,3283.166848,4650.827101,4244.245601,4231.349439,4558.309775,3532.589983,2682.038367,1269.11537,1993.532754,2441.489941,2039.954049,1940.895293,2167.104423,1703.241905,24722.29579,7717.503231,8655.203344,19231.09454,10796.8145,0.236007341,0.278258623,1.49466818,0.521968985,23.39773066,0.918061604
29982.41495,38394.72777,3179.739314,38386.02892,0.235616335,0.196042738,0.730934036,0.170723086,0.823926634,2.346568351,-0.638262842,-0.060940312,-0.071727188,-0.153265057,1.783406184,-0.526563745,-0.129864182,0.051929251,0.079508644,-0.193376525,1.820756271,-0.374344774,-0.091898129,0.02035068,0.201068704,-0.262142515,0.020314101,0.124798617,0.328627707,0.379841873,0.559538677,8684.371368,5075.688813,4769.742875,4606.121328,3903.73489,4061.427229,2977.653916,3061.876526,3842.960135,2077.964979,1769.766184,1757.075114,1828.681955,1920.113995,1473.443831,36963.02078,12693.52008,4923.782221,11289.02091,2765.310025,0.259126413,0.090337527,1.68593476,0.43611864,19.45446361,1.576096782
30044.99711,33747.52013,1116.497881,33645.57518,0.305870987,0.205745008,0.860326644,0.09952049,0.911591662,2.244019759,-0.457739597,-0.267677723,-0.048069502,0.115422177,1.677923553,-0.420385499,-0.150239614,-0.031569621,0.069893482,-0.1331206,1.985019279,-0.365657167,-0.06737937,0.112315555,-0.022407637,-0.167745203,0.013025635,0.182876455,0.247835019,0.412163756,0.525811478,5768.402657,4864.896701,4302.878695,3362.586538,4385.88927,5062.589234,3832.988456,1578.62121,2214.001477,2040.678372,1950.843367,1921.365657,2834.873854,1655.553783,1698.432448,25974.48092,9026.910208,13596.30735,1593.696149,14925.05504,0.439398733,0.119303446,1.586835898,0.430213655,14.81210097,1.432991605
30037.8913,42146.52332,4673.050074,42288.48279,0.264762405,0.233822665,0.401351853,0.239579816,0.875581915,2.395069463,-0.46416967,-0.33523283,-0.030697871,-0.066765658,1.639239763,-0.387818412,-0.086810008,-0.071091691,0.053005324,-0.069810811,1.930009314,-0.427914145,-0.140269912,0.007837127,0.105540353,-0.254989936,0.024411416,0.142919945,0.320222911,0.389196165,0.588750189,7021.358226,3872.058852,3177.753488,3167.165939,2921.564516,3763.474755,2434.614287,2987.449839,2643.508259,2832.709899,2722.731777,2313.865333,2513.520983,1711.746684,2931.645676,22879.10175,17556.80495,4108.137282,4742.614617,11369.62886,0.196796748,0.127553858,1.666750815,0.465152797,18.4183315,2.009839925
29917.77261,30294.92155,4012.197647,30277.9728,0.148681261,0.504742055,0.810457954,0.181052177,0.832016669,2.38040541,-0.46162055,-0.263803318,-0.081086281,-0.128978006,1.458624037,-0.448840327,-0.079981118,0.031295805,0.027480577,-0.178051347,1.923500053,-0.339290707,0.01020766,-0.089424547,0.066698893,-0.215965204,0.047739856,0.144344039,0.276128624,0.403432028,0.609123547,5611.533649,4418.742908,4758.27572,3376.531775,3481.926464,4783.431968,2728.881589,1943.285023,1414.296226,2747.294098,2051.526287,1857.711436,1611.479445,1958.898871,1757.108404,33560.79119,8955.657684,6015.873345,3664.274031,2451.25878,0.191179983,0.348188398,1.657024032,0.430388407,16.55076165,1.559574658
29991.3236,40220.05938,1689.017868,40149.23327,0.176960258,0.236976082,0.834051266,0.148626057,0.792000772,2.4128808,-0.488932683,-0.223413655,-0.07746344,-0.131199052,1.741676137,-0.458422051,-0.036631714,0.023922199,0.097220635,-0.112540139,1.88994284,-0.452201274,-0.084442119,0.02818264,0.136622724,-0.385309245,0.008650974,0.155321628,0.252194504,0.40951655,0.584513313,8572.87475,4197.479991,4459.385508,3304.207741,3924.095443,3675.387948,2551.070354,2133.613546,2903.609959,2840.120011,2257.126957,1936.585702,1885.996303,1452.760875,1471.88171,28310.24108,7583.067554,5223.073063,3541.468259,5159.170634,0.255625077,0.255117643,1.345923851,0.49380286,21.36834178,1.634566257
30069.95566,30113.05507,2927.239377,30017.78624,0.224780507,0.525973131,0.704852233,0.258370252,0.765510679,2.368971502,-0.596910132,-0.235363226,-0.045245363,0.043762525,1.784605176,-0.369497336,-0.012410661,-0.097201037,0.048607419,-0.113454167,1.921305122,-0.25839064,-0.147717739,0.04503398,0.080183874,-0.330735607,0.017443891,0.136935642,0.194326087,0.373604655,0.560964533,4290.311619,4355.345671,4781.535607,4072.731661,3461.29832,4575.079189,2142.539837,1591.810166,2794.581153,2510.702666,1820.395157,1100.018272,2953.623582,1760.601688,1816.41895,22425.0953,7724.852022,4307.849792,6165.756071,3457.941229,0.15416665,0.18350350000000001,1.766098735,0.45115682,15.36755767,2.174760358
29872.1182,34172.07515,4378.621448,33977.57287,0.124869246,0.273836641,0.891123966,0.027870566,0.689929441,2.284404702,-0.500440819,-0.339693911,-0.048275343,-0.11989268,1.484789826,-0.456763543,-0.167977652,0.063191631,0.086329348,-0.075873774,1.959002887,-0.404143402,-0.057874966,-0.038412058,0.089626268,-0.311552995,0.010079829,0.109699265,0.168180975,0.352007073,0.54299327,5087.294887,3928.725157,4045.082875,3684.461301,4743.352624,4508.185102,3416.078526,2042.08087,2900.796351,2279.784939,2385.350519,1471.364215,1533.819747,1487.327343,2240.654878,18199.2912,7251.049533,9314.553069,4658.714462,3101.0386,0.269614383,0.334470961,1.741892191,0.486290051,11.98079984,1.123472899
30014.74683,26785.30427,3410.922491,26882.69408,0.319094486,0.308335916,0.622403566,0.267664145,0.710643583,2.395476665,-0.472696271,-0.284124597,-0.007218797,-0.102812777,1.784604405,-0.553661314,-0.165796233,0.034929978,0.109192749,-0.295806672,1.949097274,-0.37517776,0.03533533,-0.095392187,0.08147457,-0.085514008,0.017755948,0.160474984,0.350664376,0.472850236,0.550269136,4913.843672,4893.237443,3382.709546,4003.289462,3074.202292,3788.362775,2438.259048,2568.371103,2838.561241,2507.537881,1878.00349,1996.480733,1631.324017,1288.898251,1140.901573,38573.17694,10375.63629,19885.25374,3536.415607,4567.499183,0.182097793,0.09830669,1.500697884,0.508779908,16.20829054,1.51384858
