Monte Carlo Dashboard (MIMIC_CUA_sensitivity.trex),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iteration,"Cost
(Threshold Usual care)","Cost
(Threshold SF < 88)","Effectiveness
(Threshold Usual care)","Effectiveness
(Threshold SF < 88)","NMB
(Threshold Usual care)","NMB
(Threshold SF < 88)","Optimal
Strategy","t_currentage
(Threshold Usual care)","t_currentage
(Threshold SF < 88)","t_hospitalduration
(Threshold Usual care)","t_hospitalduration
(Threshold SF < 88)","t_imv
(Threshold Usual care)","t_imv
(Threshold SF < 88)","t_imvduration
(Threshold Usual care)","t_imvduration
(Threshold SF < 88)","t_lifespan
(Threshold Usual care)","t_lifespan
(Threshold SF < 88)","t_ltd
(Threshold Usual care)","t_ltd
(Threshold SF < 88)","t_oxygenduration
(Threshold Usual care)","t_oxygenduration
(Threshold SF < 88)","t_survive
(Threshold Usual care)","t_survive
(Threshold SF < 88)","threshold
(Threshold Usual care)","threshold
(Threshold SF < 88)",d_Recovery18to64Cost,d_Recovery65plusCost,d_Recovery18to64CostMean,d_Recovery65plusCostMean,d_LongtermDisabilityUtility,d_Gompertz,d_Age,d_Sex,d_Uniform,d_thresh1_imv_surv,d_thresh1_surv,d_thresh2_imv_surv,d_thresh2_surv,d_thresh3_imv_surv,d_thresh3_surv,d_thresh4_imv_surv,d_thresh4_surv,d_beta_imvDuration_intercept,d_beta_imvDuration_death28,d_beta_imvDuration_age,d_beta_imvDuration_sex,d_beta_imvDuration_logalpha,d_beta_oxygenDuration_intercept,d_beta_oxygenDuration_death28,d_beta_oxygenDuration_imv28,d_beta_oxygenDuration_age,d_beta_oxygenDuration_sex,d_beta_oxygenDuration_logalpha,d_beta_hospitalDuration_intercept,d_beta_hospitalDuration_death28,d_beta_hospitalDuration_imv28,d_beta_hospitalDuration_age,d_beta_hospitalDuration_sex,d_beta_hospitalDuration_logalpha,d_imvDuration,d_oxygenDuration,d_hospitalDuration,d_LTD_riskgroup0,d_LTD_riskgroup1,d_LTD_riskgroup2,d_LTD_riskgroup3,d_LTD_riskgroup4,d_imv1,d_imv2,d_imv3,d_imv4,d_imv5,d_oxygen1,d_oxygen2,d_oxygen3,d_oxygen4,d_oxygen5,d_ward1,d_ward2,d_ward3,d_ward4,d_ward5,d_y1,d_y2,d_y3,d_y4,d_y5,d_thresh1_imv_death,d_thresh2_imv_death,d_thresh3_imv_death,d_thresh4_imv_death,d_LTDmortalityHR,d_dischargeSurvival_shape,d_dischargeSurvival_scale,d_dischargeSurvival,d_dischargeSurvival_ageHR,"Longterm disability
(Threshold Usual care)","Longterm disability
(Threshold SF < 88)","IMV duration
(Threshold Usual care)","IMV duration
(Threshold SF < 88)","Life expectancy
(Threshold Usual care)","Life expectancy
(Threshold SF < 88)"
75,70337.37748,69087.81828,6.71935822,6.912904489,-70337.37748,-69087.81828,Threshold SF < 88,65.1039414,65.29260715,4.974116743,5.070454009,0.197,0.147,1.486845041,1.255740737,13.7874991,13.6662996,0.036,0.035,3.869264365,3.891983603,0.687,0.704,1,4,29924.09444,33472.08751,2006.825854,33517.0611,0.149693447,82.45897433,65.29260715,0.451055508,0.486075963,0.176884074,0.714571064,0.257387054,0.691897912,0.60075012,0.783515397,0.11296071,0.683502841,2.307174712,-0.398516245,-0.236673637,-0.091478864,0.008641985,1.512993857,-0.398816721,-0.167254447,-0.097850455,0.066729188,-0.170417152,1.834643145,-0.527734467,-0.029122034,-0.086104696,0.117511243,-0.124195163,21.03821362,3.891983603,5.070454009,0.023677376,0.124619778,0.275650469,0.479407875,0.674370869,7799.28875,5374.613786,3154.969686,5619.14294,4629.941945,4008.212292,3077.510844,2425.079236,2387.654949,2390.521678,2588.327027,1222.710001,1120.466645,1940.217317,1621.812703,34940.33613,7584.79743,4585.539698,12829.37499,5176.996731,0.239832998,0.242919432,0.272397509,0.162486838,1.651042581,0.459044285,11.86837881,70.58801457,1.632803245,0.036,0.035,1.486845041,1.255740737,8.652953715,8.824003299
76,79661.33087,69533.49825,7.323535084,8.685867557,-79661.33087,-69533.49825,Threshold SF < 88,65.06653856,65.18393184,4.417664084,5.22158837,0.368,0.07,3.660919707,0.567740853,14.07347842,13.84064101,0.057,0.016,4.728705734,4.919916116,0.744,0.885,1,4,29954.0951,33345.11297,3437.518427,33255.65869,0.121591698,83.68763244,65.18393184,0.448664272,0.513866127,0.434959208,0.751124344,0.264201895,0.773139643,0.465740193,0.916451083,0.067389692,0.889686904,2.301997471,-0.546948807,-0.336712191,-0.067344231,0.00352086,1.849597884,-0.325586454,-0.15600003,-0.068207483,0.082584942,-0.17800998,1.974049484,-0.347657667,-0.236831257,0.097672394,0.097782738,-0.334487036,29.23896188,4.919916116,5.22158837,0.008521979,0.112308478,0.279347847,0.347091131,0.647411181,7483.42698,3110.525382,4238.627175,4438.818862,3553.915289,3725.836962,2185.224398,2177.729908,3458.742115,2954.7246,2242.214026,1648.169947,2363.102125,1542.546508,1918.773105,32931.58653,26661.93698,5011.231692,3783.444867,3384.582869,0.185809468,0.252934528,0.323837204,0.182649532,1.781397507,0.454862895,12.5747058,50.29844357,1.126498435,0.057,0.016,3.660919707,0.567740853,9.511212975,11.11470384
77,70832.68002,62453.03142,7.954877134,8.285536923,-70832.68002,-62453.03142,Threshold SF < 88,64.79537529,64.90595584,4.809803346,5.376777532,0.347,0.112,3.026866828,0.852120106,15.61624712,14.21186135,0.075,0.031,4.362132176,4.561460035,0.736,0.827,1,4,29943.77161,29439.37898,4706.132287,29670.3398,0.184752902,81.75019252,64.90595584,0.449627719,0.518857622,0.429681485,0.727376306,0.35539767,0.813011062,0.555208053,0.608515375,0.105406497,0.814013108,2.22840718,-0.444731094,-0.181340442,-0.033580594,-0.007571606,1.636232462,-0.398959999,-0.163673974,-0.001461794,0.064289467,-0.050140073,2.105284367,-0.459927638,0.048577101,-0.003142697,0.059060861,-0.473481598,14.44035998,4.561460035,5.376777532,0.013824188,0.252069195,0.268025235,0.436720483,0.593254783,4149.044203,3390.564101,3550.013585,4284.847376,3925.784278,2949.990856,2031.700824,3247.738158,2142.436984,2366.761224,1150.773216,1994.61395,2533.6851,1707.661776,1221.515584,35375.63581,10617.45181,12900.87277,6904.985553,6150.39328,0.126763971,0.308211963,0.161339005,0.129798984,1.873974038,0.429607695,15.81452934,82.44791537,0.97422447,0.075,0.031,3.026866828,0.852120106,10.57205995,10.72308957
78,72743.68023,70628.67881,7.304567669,7.97992665,-72743.68023,-70628.67881,Threshold SF < 88,64.84309092,64.94867373,4.342976463,4.409789746,0.207,0.149,1.708750603,1.014407362,14.93716448,15.84615497,0.069,0.039,3.897186823,3.861969126,0.714,0.684,1,4,30105.68546,34823.1364,2292.625963,34956.43751,0.18007785,82.52082979,64.94867373,0.44990289,0.506116771,0.300017602,0.71760828,0.177435648,0.756211475,0.56394642,0.699340953,0.097680466,0.670519359,2.240481103,-0.411501085,-0.171014026,-0.086272091,-0.089817483,1.740794365,-0.448589107,-0.258165025,0.001569149,0.079561221,-0.307375014,1.865771443,-0.382913074,-0.034089314,0.0332171,0.010919657,-0.419030071,13.19687087,3.861969126,4.409789746,0.045642846,0.126530146,0.215989435,0.376847667,0.593585814,4327.411595,3624.843867,4738.128693,4892.256274,4136.95367,3925.698472,2839.020479,1696.968609,4704.441025,3863.781546,2959.657337,1688.435369,2369.066917,2630.590718,2016.061755,32408.48344,10355.47934,8125.302702,7373.015086,9357.40431,0.085673624,0.141194362,0.161743661,0.262806458,1.885985749,0.422446617,17.69397905,121.0809402,1.24399006,0.069,0.039,1.708750603,1.014407362,9.499115514,10.33662036
79,90720.05409,77728.90789,10.80400449,8.431096953,-90720.05409,-77728.90789,Threshold SF < 88,64.17076639,64.28434836,6.327766764,6.322484141,0.416,0.107,4.346775762,1.02944691,16.56610927,16.66093819,0.084,0.018,7.114862153,7.182417933,0.928,0.718,1,4,29871.08055,27083.14868,3313.822683,27051.06689,0.120756676,83.47478889,64.28434836,0.452678834,0.510903292,0.384034703,0.909408758,0.388028411,0.719197591,0.601455876,0.783220903,0.113577768,0.715029674,2.404563531,-0.539404753,-0.203631014,-0.049547215,-0.012078558,2.000552887,-0.440237732,-0.225977789,0.010847084,0.072243851,0.027788635,2.262495274,-0.411176396,-0.127099562,-0.085730387,0.106338955,-0.312328266,19.6965074,7.182417933,6.322484141,0.006312128,0.163054383,0.187579605,0.525404643,0.642144937,8490.96391,4089.364482,4957.892824,4615.136329,3028.186526,5225.842939,3351.508274,4860.85352,2285.722753,3297.002243,1701.598774,1467.244334,2341.030962,1837.590764,2558.081238,27877.05249,9406.788072,9399.339955,9645.37862,5462.482979,0.131068285,0.216689767,0.215941455,0.143316712,1.461333721,0.492359114,19.07288541,61.60114277,1.168545373,0.084,0.018,4.346775762,1.02944691,14.09384231,10.85344096
80,67230.22974,63248.21274,9.296421384,6.374995849,-67230.22974,-63248.21274,Threshold SF < 88,64.46239671,64.59281611,5.97922119,5.22219975,0.158,0.111,1.21208582,0.755103364,16.23318347,15.88758313,0.021,0.01,5.50209462,5.005162283,0.819,0.554,1,4,30030.97055,28981.38775,2533.678207,28998.91601,0.192090584,83.09639964,64.59281611,0.452476064,0.501205922,0.163650405,0.828443478,0.267849381,0.708910979,0.480621595,0.759072452,0.121527395,0.53393436,2.0882605,-0.47271751,-0.244083221,-0.054066293,-0.021237118,1.86547752,-0.444926257,-0.112914456,-0.010331073,0.077365458,-0.086790197,2.140495509,-0.435787707,-0.222141278,-0.052400214,0.044991769,-0.263730548,17.80072635,5.005162283,5.22219975,0.007148156,0.110186199,0.2489833,0.432747044,0.638602894,5305.014872,4080.996109,4131.693068,3825.701095,4333.560908,2578.952917,2613.947922,2426.801356,2059.165621,2395.809696,1801.273161,1762.547411,2045.888111,2147.583638,540.9588249,22352.3408,11873.32883,6725.476433,9795.28802,4462.732683,0.211370676,0.333597047,0.358518319,0.098314213,1.682379857,0.444522935,10.85533405,176.3893073,2.161591049,0.021,0.01,1.21208582,0.755103364,12.04996347,8.201816156
81,70824.96886,69813.08899,7.367444815,7.775759175,-70824.96886,-69813.08899,Threshold SF < 88,65.22810161,65.40471065,4.432668933,4.878322245,0.346,0.325,2.157266552,1.822226534,13.95495727,14.25619661,0.046,0.037,5.611663049,5.620898331,0.731,0.795,1,4,30029.61866,24661.77818,3113.138645,24688.64295,0.210054776,82.49236194,65.40471065,0.452118933,0.509622479,0.339152774,0.73910544,0.144877267,0.73083595,0.427655487,0.56064168,0.348451228,0.781984898,2.112422772,-0.429948045,-0.262409945,-0.016347534,-0.136969126,1.909944597,-0.389168819,-0.118123354,0.093382478,0.029770318,-0.058061713,1.973703729,-0.293400303,-0.147757757,0.157036772,0.091229135,-0.34940223,11.11842397,5.620898331,4.878322245,0.00664812,0.125893857,0.328554701,0.384839763,0.622395607,6231.32155,5087.208779,3735.419556,3816.722418,4803.734983,3816.523452,3870.469261,2226.518652,1949.750509,3087.278587,2389.786921,2060.065885,1374.688439,2209.926872,1218.749044,33806.99102,20740.88672,1448.10986,13630.71018,6932.019168,0.258118896,0.075403664,0.179976372,0.150399995,1.893952959,0.447680058,13.86863735,53.27611449,0.985215386,0.046,0.037,2.157266552,1.822226534,9.707996283,10.13760765
82,70751.37736,63475.73946,6.819444234,8.263661442,-70751.37736,-63475.73946,Threshold SF < 88,64.96456878,65.08527525,4.145919291,4.575833068,0.318,0.136,2.846908532,1.114385871,17.37407401,18.40701961,0.038,0.026,5.074301361,5.253220841,0.54,0.627,1,4,30044.11776,22794.71513,3173.420011,22862.62304,0.220307012,81.7742918,65.08527525,0.449960522,0.502775852,0.409863801,0.550230743,0.026849461,0.660116487,0.466852525,0.887234762,0.184780801,0.62953702,2.495105616,-0.508005723,-0.278720646,-0.058472622,-0.120855828,2.005520228,-0.303342948,-0.206658373,-0.025499419,0.093236686,-0.223887718,1.881098683,-0.590068348,-0.09427907,-0.219249023,0.061802452,-0.272023076,20.28287116,5.253220841,4.575833068,0.010609601,0.069558305,0.220667045,0.357142474,0.652391541,7303.344278,6297.774729,4549.780328,3896.237069,4048.337734,4638.953001,3117.065609,1407.871657,2316.262262,2406.42117,2537.92488,1428.394327,1454.243051,1772.3188,1392.82321,32125.01858,10920.95648,5142.523845,11000.19008,5247.318363,0.184911898,0.312701363,0.176365387,0.065969876,1.261858411,0.44680042,21.27263292,190.411691,1.716919838,0.038,0.026,2.846908532,1.114385871,8.975764789,10.79371324
83,60754.96385,62926.36434,5.683436797,6.501662279,-60754.96385,-62926.36434,Threshold Usual care,66.06706947,66.24719363,4.617685096,4.981091932,0.155,0.169,0.794188737,1.084156925,13.10989361,13.84907686,0.036,0.034,3.840086629,4.103500548,0.619,0.682,1,4,30084.92549,28835.24389,5160.898429,28788.90417,0.224997598,83.2749068,66.24719363,0.452109999,0.499654543,0.171123315,0.615499366,0.115407525,0.85749294,0.582994243,0.723659399,0.168868271,0.699220854,2.281386405,-0.50456426,-0.130601374,-0.058746787,-0.227330722,1.593542824,-0.448967493,-0.208929892,-0.102778112,0.100033659,-0.091027076,2.06649225,-0.365416403,-0.06746458,0.034963059,0.105891455,-0.382999219,8.753563727,4.103500548,4.981091932,0.034204389,0.207089475,0.329735246,0.399441734,0.533651772,7857.961924,4132.724595,3609.458697,4153.699941,4102.771074,3687.333804,3458.148727,1329.310969,2789.070257,3528.314618,2371.278641,1264.361946,1119.383713,1830.933235,1057.231105,23322.14726,16743.81521,4493.690352,9843.568435,8430.653683,0.133904506,0.100157734,0.443021734,0.13153536,1.704489705,0.479754836,13.49295778,48.63543302,1.132879842,0.036,0.034,0.794188737,1.084156925,7.434242562,8.56567152
84,75931.45058,68855.9613,9.72322732,6.398150319,-75931.45058,-68855.9613,Threshold SF < 88,64.47717251,64.57515823,5.57910676,4.830757723,0.229,0.13,2.060020687,0.718644063,15.15608781,15.74172384,0.106,0.057,5.510977158,5.080027727,0.919,0.611,1,4,30009.27898,30113.49432,3499.465284,30028.74816,0.208172315,81.93210271,64.57515823,0.449031684,0.493186119,0.226280643,0.913499957,0.113070234,0.864095191,0.457191804,0.656026562,0.141560606,0.615469889,2.270223471,-0.572284189,-0.238704934,-0.03674083,-0.094288017,1.855840989,-0.392012064,-0.132069876,0.214903261,0.064549514,-0.095075969,2.007315741,-0.559731067,-0.091941092,-0.053944367,0.184696729,-0.383973304,16.60701176,5.080027727,4.830757723,0.074482513,0.178662803,0.235182841,0.360905489,0.569506277,7735.222314,5035.387435,3734.422046,4294.070252,4855.812944,3573.709447,3163.8619,1973.174548,2685.224306,3934.323738,1964.577439,1805.39449,2319.489684,1994.726758,1499.135735,29563.32997,6182.246615,5282.954139,6827.461774,3904.669658,0.149302032,0.722103541,0.344970185,0.184852443,1.638002275,0.439052188,18.46382529,78.27579787,1.234848548,0.106,0.057,2.060020687,0.718644063,12.87559008,8.383543554
85,71938.16018,73462.16545,7.218072667,7.900561265,-71938.16018,-73462.16545,Threshold Usual care,64.8088738,64.95631066,5.252108447,5.806333542,0.201,0.212,1.713871341,1.953520275,14.29534698,13.71101508,0.044,0.05,3.301182464,3.706381815,0.71,0.817,1,4,29960.33138,31329.80925,4324.797211,31337.78609,0.253801827,83.10788641,64.95631066,0.449298885,0.493330681,0.219233813,0.714151548,0.28492171,0.848317083,0.542876192,0.713467725,0.222671543,0.824434132,2.387078864,-0.419727659,-0.152576428,-0.060020383,-0.045278582,1.492541736,-0.443160816,-0.218646994,0.004620713,0.106005869,-0.228695883,1.987438787,-0.390411202,-0.068745643,-0.273675965,0.102729131,-0.218894895,14.86143173,3.706381815,5.806333542,0.030693564,0.138556044,0.313052477,0.374094046,0.575946568,7366.233804,4078.264413,3526.81335,4239.513549,3642.999337,4772.495329,3415.275041,1983.477027,2791.453176,2819.731448,2802.507844,2257.647918,2008.94984,1422.724957,1253.000381,18079.1897,14388.27299,7999.590971,5156.921678,10595.79784,0.235770288,0.437431658,0.61134398,0.159839297,1.813115722,0.45245272,14.55304473,64.40129589,0.834484588,0.044,0.05,1.713871341,1.953520275,9.44789561,10.2904447
86,77243.096,75256.46502,7.271396769,9.091372448,-77243.096,-75256.46502,Threshold SF < 88,65.00195744,65.16087867,5.488525598,5.69444553,0.333,0.248,2.270030764,1.693155412,14.78692452,16.09456558,0.052,0.041,4.145980514,4.110130818,0.681,0.817,1,4,30014.85451,36959.41542,3620.986003,37114.86533,0.242304623,82.87730823,65.16087867,0.447120914,0.491216399,0.421812568,0.710312463,0.269696121,0.55449869,0.470987204,0.782806069,0.274848977,0.812177243,2.408065272,-0.419908352,-0.189850025,-0.067761872,-0.226614188,1.654537933,-0.413056218,-0.206682138,-0.224096651,0.010457588,-0.178932623,2.157912292,-0.465340628,-0.125350439,-0.064523153,0.098884949,-0.29218471,11.34360995,4.110130818,5.69444553,0.025365485,0.138915575,0.262337142,0.395633572,0.564921965,4231.930752,5718.374914,4556.06812,4535.876478,5038.898745,3191.063543,2749.316937,3473.44555,1973.561497,2912.814964,1426.993978,1664.320419,1249.805074,1524.189233,1244.79965,35004.60922,6563.607137,5815.088248,6638.435558,8537.439331,0.13762801,0.223268694,0.26397625,0.098863351,1.667841189,0.466634438,14.01584275,104.5685002,1.698316013,0.052,0.041,2.270030764,1.693155412,9.540459573,11.85495758
87,74755.02231,69243.39679,9.054577173,8.58992777,-74755.02231,-69243.39679,Threshold SF < 88,65.29719471,65.42994359,4.469555338,4.483855069,0.224,0.081,1.618802101,0.494310692,16.47978147,15.49380177,0.037,0.021,5.114460776,4.982410253,0.796,0.812,1,4,29964.228,30728.68982,2661.301241,30982.85747,0.088089717,83.3512013,65.42994359,0.451248941,0.505627365,0.227210482,0.794302286,0.165316341,0.871685207,0.54500498,0.879867637,0.065687288,0.805011678,2.245504532,-0.474533761,-0.232964521,-0.009233918,-0.100691976,1.793611221,-0.4249006,-0.03651688,-0.105994173,0.103456218,-0.133326685,1.750329496,-0.447844086,-0.046144565,-0.036294228,0.146021988,-0.305779863,16.68699724,4.982410253,4.483855069,0.015518869,0.193204548,0.269821128,0.45930816,0.589135842,6141.239946,4379.676934,3274.312786,3387.603542,3971.759029,4328.230453,2855.990793,3414.078087,2075.312265,2335.803961,2939.814085,1681.077248,2161.273345,1670.09278,1525.153069,22281.22799,14361.73311,6432.626501,9520.075925,17562.55277,0.199708836,0.217977799,0.239670293,0.190140571,1.448706175,0.499750503,18.88657859,73.88043224,1.196435668,0.037,0.021,1.618802101,0.494310692,11.75553717,11.12631748
88,65993.81482,71918.58871,9.134544405,9.325711152,-65993.81482,-71918.58871,Threshold Usual care,64.72553038,64.84230899,5.775048346,5.768248466,0.21,0.395,1.527480841,2.919384,17.40039349,17.75939738,0.049,0.066,3.862605602,3.710990797,0.764,0.768,1,4,29979.49592,27868.42039,3431.483505,27864.17186,0.091082146,82.75067895,64.84230899,0.449205119,0.497443157,0.212634061,0.747591312,0.1432259,0.749505187,0.428943699,0.719059714,0.420204699,0.791524534,2.29577866,-0.482245127,-0.094420036,-0.04907549,-0.107978142,1.493555329,-0.391594526,-0.03400127,-0.124844728,0.043477535,-0.120503104,2.12324933,-0.393051249,-0.124393352,-0.135878246,0.098342529,-0.200000994,9.569925213,3.710990797,5.768248466,0.03230529,0.15578336,0.228076619,0.431519338,0.542452074,6719.947083,3436.471709,4608.861827,4786.774959,3431.456966,2792.268064,1774.713869,1853.089912,3162.37295,3258.406771,1871.27168,2063.852558,1437.364605,1181.375864,2341.553487,28732.39886,15272.70459,5962.439581,5574.863685,6727.434738,0.24769223,0.054731153,0.283107673,0.270817745,1.537286928,0.547898265,22.07575812,66.12650064,1.283930976,0.049,0.066,1.527480841,2.919384,11.89967708,12.13585696
89,69654.67233,67987.32299,7.507518211,10.42844062,-69654.67233,-67987.32299,Threshold SF < 88,65.38714118,65.57328368,5.73219863,5.822115629,0.247,0.191,1.638187158,1.303870163,17.09030811,15.74646096,0.04,0.056,5.45961945,5.965963189,0.629,0.942,1,4,29884.76813,26052.15537,3865.619629,25888.50231,0.293835308,83.06956344,65.57328368,0.447624144,0.506764917,0.167055935,0.647592925,0.154903022,0.810496654,0.380387125,0.728988852,0.179820644,0.93800801,2.190925778,-0.507313511,-0.298147289,-0.119794654,-0.03252507,2.056671712,-0.439522544,-0.267243354,-0.021962377,0.056272433,-0.153429962,1.994625426,-0.367840344,-0.08257214,-0.094665672,0.060590407,-0.122849262,18.8371196,5.965963189,5.822115629,0.034583751,0.170650923,0.268298411,0.436060196,0.563497673,7161.027587,4799.945025,3505.716954,4942.897234,3326.353187,4190.205897,2985.664723,2054.378851,1789.488715,2266.168738,2329.380601,1138.742464,2392.64124,1812.858453,1432.736153,31170.32672,2972.585408,13023.87396,6857.033508,5235.947589,0.368545137,0.079347723,0.400428383,0.156267463,1.460448621,0.534503487,20.07197367,73.43877269,1.524419767,0.04,0.056,1.638187158,1.303870163,9.885709449,13.66708589
90,66994.95601,60318.29247,9.504177038,7.236135964,-66994.95601,-60318.29247,Threshold SF < 88,64.23480408,64.32577459,6.017533499,5.74073062,0.283,0.189,2.989993209,1.588260465,16.63396201,16.1994697,0.069,0.048,4.467880993,4.175348139,0.838,0.629,1,4,29985.57939,17429.29311,4112.307384,17575.13108,0.092184695,81.94323709,64.32577459,0.451380963,0.504242347,0.341696481,0.853840131,0.186873208,0.55054469,0.442110937,0.856786027,0.248549141,0.643383028,2.277617892,-0.332173848,-0.247501153,-0.069127624,0.014732902,1.646751836,-0.332160427,-0.183684172,-0.101517109,-0.012640358,-0.080810775,2.328925206,-0.483884113,-0.172846966,-0.122564654,0.021201965,-0.375732562,20.7886954,4.175348139,5.745420499,0.023239667,0.249094433,0.263293027,0.444365088,0.525827274,5717.855784,5701.628199,4913.552996,3580.76245,3958.429916,3792.595767,2599.0541,2880.728618,2660.970131,1706.159402,2140.513606,1744.518663,2969.402511,1664.8648,1083.936347,25821.07507,16151.36446,4323.947999,3923.996074,8535.264738,0.110569628,0.311328977,0.19426429,0.089140049,2.060442289,0.443700071,19.95745045,80.93754408,0.915828471,0.069,0.048,2.989993209,1.588260465,12.36540976,9.463700448
91,74553.12671,72809.33428,7.776886484,7.573128502,-74553.12671,-72809.33428,Threshold SF < 88,64.53712203,64.66824122,4.860094279,4.605352209,0.27,0.252,2.57583633,2.285702606,13.08007813,13.40709052,0.051,0.053,4.851088041,4.551085507,0.863,0.777,1,4,30025.2263,32399.20176,2449.598298,32615.72494,0.140455181,82.8301662,64.66824122,0.448684807,0.502343521,0.302788711,0.864913258,0.284958033,0.806662621,0.38309661,0.886270198,0.276077996,0.761181286,2.407552666,-0.363703717,-0.34090449,-0.109125578,-0.077912874,1.869386395,-0.499855105,-0.080126873,-0.111472678,-0.028104144,-0.22322862,1.891949529,-0.413995452,-0.12770866,-0.041604869,0.125318218,-0.265968485,23.53350276,4.551085507,4.605352209,0.006410135,0.116495492,0.203113325,0.401769072,0.574726472,7231.66651,3922.474833,6059.366957,3778.858677,4273.419065,4607.147533,2650.740977,3891.759622,1365.748743,1383.606255,2480.468639,1324.758751,1931.59634,1930.938372,2339.268582,22220.45208,12263.86174,4259.418713,6928.104422,9085.613751,0.055395487,0.191824514,0.255242923,0.143464684,1.332946978,0.443748611,11.20566407,54.42958984,1.12245808,0.051,0.053,2.57583633,2.285702606,10.10969959,9.817207974
92,85012.09188,78414.47456,8.205674592,6.84148583,-85012.09188,-78414.47456,Threshold SF < 88,64.34577999,64.47329201,6.609950887,6.213286965,0.285,0.099,1.996745835,0.546432324,16.31158294,16.09554952,0.038,0.009,6.288222669,6.415383677,0.719,0.586,1,4,29975.65109,35248.07062,4524.867137,35230.1584,0.302565176,81.38724938,64.47329201,0.448965163,0.494182981,0.324746937,0.717653449,0.124342329,0.762740912,0.543792985,0.868061302,0.027607754,0.56509912,2.292308565,-0.415461914,-0.230443462,-0.116622001,-0.155783127,1.916115976,-0.433534626,-0.132753103,0.088147888,0.066291474,0.035820828,2.201809146,-0.42799403,0.053633875,-0.0612689,0.087662455,-0.190877449,14.07609881,6.415383677,6.213286965,0.011921503,0.111935312,0.305211778,0.366892574,0.655235617,7502.962003,4307.514794,3299.385893,4044.110737,4462.881833,2812.919181,4614.648968,2291.111334,2673.729352,3799.874756,2449.222924,1967.44706,2037.902387,1696.213468,1526.357007,31923.61205,16046.73421,6664.069403,2445.564612,7284.613435,0.190352347,0.216790961,0.193079351,0.198306318,1.693489657,0.407599369,17.19610637,150.3768531,1.241408023,0.038,0.009,1.996745835,0.546432324,10.73241615,8.849541413
93,66667.31726,64021.36719,8.647507009,9.013859559,-66667.31726,-64021.36719,Threshold SF < 88,64.26944276,64.38672257,4.547263873,4.821064879,0.17,0.118,1.586720273,1.06703532,15.4651195,14.04856721,0.036,0.029,4.051960025,4.324698862,0.799,0.897,1,4,29929.43802,33733.54627,3313.618445,33589.40422,0.239657515,83.18763933,64.38672257,0.451512473,0.495998294,0.155997239,0.800533199,0.16020236,0.499468661,0.4919327,0.626821525,0.09470652,0.889917358,2.178631107,-0.334137084,-0.226165524,-0.088454924,0.039941076,1.632836905,-0.503724916,-0.184053172,-0.003840116,0.064425754,-0.129769848,1.866554822,-0.388229873,-0.175669771,-0.015242874,-0.002501156,-0.229645093,21.01221481,4.324698862,4.821064879,0.022529598,0.198482853,0.282451526,0.365003323,0.643030188,6488.252664,4564.458342,3491.687074,2512.539343,3132.708877,4416.666384,1350.945343,4058.61594,2791.068462,2907.033552,1779.608787,1716.996914,2195.898468,852.8104779,2905.631972,26869.55373,9364.636696,6257.832767,4371.159861,6108.859468,0.203764568,0.15326295,0.150836025,0.241581009,1.66146919,0.516518694,12.69155808,39.41594123,1.246697473,0.036,0.029,1.586720273,1.06703532,11.26467156,11.65542833
94,76787.02793,74947.31916,10.81948131,7.175126088,-76787.02793,-74947.31916,Threshold SF < 88,65.70766319,65.87066981,7.811750522,6.69912158,0.225,0.289,1.79192268,2.144710468,16.92927583,15.49566401,0.049,0.053,4.984222491,4.564034124,0.924,0.673,1,4,30029.88303,25964.62318,1554.643743,26138.19417,0.249949243,81.52039846,65.87066981,0.450544922,0.490856755,0.231263926,0.926354502,0.066625173,0.810589644,0.398319219,0.88129754,0.370443736,0.676228617,2.15830097,-0.54353149,-0.225746996,-0.009354726,-0.04344428,1.842753775,-0.44894495,-0.002563012,-0.182363787,0.067115817,-0.230753048,2.243379603,-0.50659627,0.011868728,-0.014640506,0.139276756,-0.142855756,14.98277315,4.564034124,6.69912158,0.013262128,0.17781327,0.307295139,0.425802979,0.580796481,3918.316843,4285.056641,3946.984354,3276.853071,3025.099374,5023.796999,3336.981039,2161.038819,2100.131939,2489.662704,2873.789655,1651.735301,2192.446779,1968.290027,2315.658663,43101.7107,13605.08774,7600.145345,8124.282236,17641.3941,0.190457727,0.230505852,0.228810565,0.110185806,1.541060165,0.477184465,20.99129965,89.86603926,1.394856319,0.049,0.053,1.79192268,2.144710468,14.20648659,9.446527311
