Monte Carlo Dashboard (MIMIC_CUA_sensitivity.trex),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iteration,"Cost
(Threshold Usual care)","Cost
(Threshold SF < 88)","Effectiveness
(Threshold Usual care)","Effectiveness
(Threshold SF < 88)","NMB
(Threshold Usual care)","NMB
(Threshold SF < 88)","Optimal
Strategy","t_currentage
(Threshold Usual care)","t_currentage
(Threshold SF < 88)","t_hospitalduration
(Threshold Usual care)","t_hospitalduration
(Threshold SF < 88)","t_imv
(Threshold Usual care)","t_imv
(Threshold SF < 88)","t_imvduration
(Threshold Usual care)","t_imvduration
(Threshold SF < 88)","t_lifespan
(Threshold Usual care)","t_lifespan
(Threshold SF < 88)","t_ltd
(Threshold Usual care)","t_ltd
(Threshold SF < 88)","t_oxygenduration
(Threshold Usual care)","t_oxygenduration
(Threshold SF < 88)","t_survive
(Threshold Usual care)","t_survive
(Threshold SF < 88)","threshold
(Threshold Usual care)","threshold
(Threshold SF < 88)",d_Recovery18to64Cost,d_Recovery65plusCost,d_Recovery18to64CostMean,d_Recovery65plusCostMean,d_LongtermDisabilityUtility,d_Gompertz,d_Age,d_Sex,d_Uniform,d_thresh1_imv_surv,d_thresh1_surv,d_thresh2_imv_surv,d_thresh2_surv,d_thresh3_imv_surv,d_thresh3_surv,d_thresh4_imv_surv,d_thresh4_surv,d_beta_imvDuration_intercept,d_beta_imvDuration_death28,d_beta_imvDuration_age,d_beta_imvDuration_sex,d_beta_imvDuration_logalpha,d_beta_oxygenDuration_intercept,d_beta_oxygenDuration_death28,d_beta_oxygenDuration_imv28,d_beta_oxygenDuration_age,d_beta_oxygenDuration_sex,d_beta_oxygenDuration_logalpha,d_beta_hospitalDuration_intercept,d_beta_hospitalDuration_death28,d_beta_hospitalDuration_imv28,d_beta_hospitalDuration_age,d_beta_hospitalDuration_sex,d_beta_hospitalDuration_logalpha,d_imvDuration,d_oxygenDuration,d_hospitalDuration,d_LTD_riskgroup0,d_LTD_riskgroup1,d_LTD_riskgroup2,d_LTD_riskgroup3,d_LTD_riskgroup4,d_imv1,d_imv2,d_imv3,d_imv4,d_imv5,d_oxygen1,d_oxygen2,d_oxygen3,d_oxygen4,d_oxygen5,d_ward1,d_ward2,d_ward3,d_ward4,d_ward5,d_y1,d_y2,d_y3,d_y4,d_y5,d_thresh1_imv_death,d_thresh2_imv_death,d_thresh3_imv_death,d_thresh4_imv_death,d_LTDmortalityHR,d_dischargeSurvival_shape,d_dischargeSurvival_scale,d_dischargeSurvival,d_dischargeSurvival_ageHR,"Longterm disability
(Threshold Usual care)","Longterm disability
(Threshold SF < 88)","IMV duration
(Threshold Usual care)","IMV duration
(Threshold SF < 88)","Life expectancy
(Threshold Usual care)","Life expectancy
(Threshold SF < 88)"
911,78482.74429,70148.82764,6.332627267,8.911938106,-78482.74429,-70148.82764,Threshold SF < 88,65.26099121,65.40136608,4.972972665,5.617929644,0.444,0.178,3.510871829,1.12488857,15.70750762,15.56059702,0.072,0.064,3.216164314,3.787743562,0.568,0.822,1,4,30143.79225,31676.80954,2639.259679,31616.27498,0.164052177,83.14048302,65.40136608,0.44808651,0.511506048,0.459607046,0.574175994,0.150144917,0.723678855,0.528087519,0.903209941,0.179288664,0.830733963,2.368795123,-0.403114204,-0.338061035,-0.078428335,-0.188891445,1.611081388,-0.490310606,-0.275306562,0.055238794,0.097102619,-0.217659337,2.045029763,-0.285446594,-0.189239597,-0.1130551,0.024891469,-0.239516553,15.50605641,3.787743562,5.617929644,0.065626362,0.134611269,0.216969573,0.400447519,0.604780315,4205.832541,4031.08319,4476.952606,3879.963825,4356.466821,4054.56626,2046.197308,2657.16519,2720.690533,2818.584792,2388.840207,1777.951032,1450.790314,2464.112078,1594.065636,25928.38625,5290.638016,12064.13482,2597.036537,3244.74674,0.382134433,0.147944519,0.137076242,0.201731542,1.687142126,0.454804246,17.39221366,64.31156838,0.959104261,0.072,0.064,3.510871829,1.12488857,8.407474983,11.70787754
912,69644.78069,74372.93996,10.89217776,9.888053997,-69644.78069,-74372.93996,Threshold Usual care,65.69334231,65.79900261,5.585043839,5.654907635,0.14,0.235,1.818010795,3.039642854,17.13525523,17.46040428,0.068,0.085,4.926140142,4.653140884,0.911,0.838,1,4,29995.70608,27213.7885,5123.576265,27304.50805,0.182981845,82.59816788,65.79900261,0.449747225,0.501789288,0.123980051,0.898795903,0.14617918,0.821038661,0.47428524,0.617318601,0.257499682,0.835262219,2.459448638,-0.462209142,-0.176162012,-0.108465816,0.06513445,1.892132826,-0.478944119,-0.228914822,0.053849562,0.078119375,-0.211526178,2.104930721,-0.507974348,-0.1150877,-0.069457605,0.173994361,-0.308900383,24.01589176,4.653140884,5.655752558,0.057105622,0.118084317,0.177438783,0.453604629,0.62777816,9043.514328,5330.811258,3451.15968,5222.609421,3903.123989,3873.826977,2866.978885,2955.724549,1948.996803,2446.002327,2230.384065,1913.10974,1391.449848,1484.173564,996.8221484,24641.92602,17858.73595,1425.617748,3041.469016,4920.215256,0.337427469,0.187194031,0.092207589,0.159223628,2.08356329,0.451038207,23.11971406,315.6402874,2.338926365,0.068,0.085,1.818010795,3.039642854,14.27038655,13.01293169
913,78294.15207,70135.30382,8.333724084,9.619424137,-78294.15207,-70135.30382,Threshold SF < 88,65.06918423,65.34370838,4.950190051,5.234272245,0.407,0.166,3.971942917,1.55675133,15.46656384,14.71392654,0.098,0.055,3.989901487,4.426544263,0.785,0.932,1,4,29981.37511,32021.62818,5176.531836,32188.83359,0.20398492,83.37294259,65.34370838,0.449590937,0.502052001,0.484787747,0.784542343,0.044255811,0.751259998,0.344107314,0.896595567,0.185994889,0.93613388,2.294623737,-0.467904125,-0.206819514,-0.045316142,0.004921303,1.620418345,-0.481455736,-0.172083519,-0.030302601,0.089085987,-0.138176584,2.014981661,-0.38527477,-0.128206211,0.114700797,0.091689602,-0.324709108,16.78380512,4.426544263,5.234272245,0.020393706,0.152322601,0.244989569,0.368679351,0.588455489,7616.466368,2970.631914,2701.215341,4916.605312,3121.842587,3783.310975,2500.500811,1897.049175,2654.295522,1538.785577,2658.375645,2234.589062,2576.827489,2219.476978,1493.112191,34781.01207,13602.10334,3653.902227,14594.3338,4261.382146,0.117484694,0.2574278,0.30856524,0.173729698,1.682409248,0.44916091,11.45268828,83.05682728,1.480580086,0.098,0.055,3.971942917,1.55675133,11.05194847,12.40427839
914,75275.86191,70574.12528,8.496999124,7.94311995,-75275.86191,-70574.12528,Threshold SF < 88,65.10269792,65.27269411,6.498571507,6.71597151,0.216,0.104,1.607318134,0.59364372,17.65997098,16.64301035,0.03,0.016,4.280634113,4.228456908,0.704,0.695,1,4,29980.85936,31490.98119,3634.057084,31362.66945,0.243906831,82.97145124,65.27269411,0.44970547,0.500980626,0.165246198,0.69988194,0.148622908,0.870963857,0.654761103,0.878179057,0.056616166,0.70649801,2.214017002,-0.476636013,-0.37406453,-0.11078283,-0.106572813,1.72214048,-0.387624068,0.004465518,0.035050219,0.032107993,-0.197688583,2.12132061,-0.403226663,-0.113879735,-0.029698141,0.13206043,-0.114982785,25.51890517,4.228456908,6.71597151,0.01191057,0.094018372,0.295159794,0.363411559,0.610810673,5183.032273,4116.266862,3834.112602,4047.659855,3874.596523,4098.513838,2498.910214,2782.153916,2422.483926,3864.676097,2338.450898,1468.46604,2015.437414,1271.383606,1265.109078,27754.86055,20060.90956,9257.526283,9372.638703,13707.7359,0.276440976,0.31056789,0.121188697,0.246163016,1.5170258,0.523749618,19.04060021,85.91452916,1.848587776,0.03,0.016,1.607318134,0.59364372,11.06620803,10.24718691
915,66096.09942,72105.28874,5.326942145,9.453552472,-66096.09942,-72105.28874,Threshold Usual care,64.4288754,64.5216886,5.251199858,5.640846478,0.214,0.328,1.928566393,2.916993197,14.94155908,15.07409418,0.056,0.08,3.046385049,3.638761789,0.515,0.886,1,4,30072.11343,26380.72326,2323.517005,26394.34658,0.27140411,82.21822874,64.5216886,0.450286771,0.508459537,0.303122454,0.545542702,0.168492041,0.724238312,0.413687009,0.794433465,0.322748093,0.89790655,2.272309883,-0.497303648,-0.080680342,-0.05166544,0.000873681,1.555946727,-0.521462097,-0.2217175,-0.050438364,0.079840839,-0.265713999,2.216437769,-0.38746634,-0.158037092,0.013310693,0.143001358,-0.392724547,11.8143193,3.638761789,5.640846478,0.05048577,0.103000058,0.240167022,0.318878398,0.558134892,7097.705324,4783.444778,3900.462294,4105.196958,5660.003041,3942.076225,2259.13881,3352.632306,3349.467777,1297.698962,2044.627998,2409.520374,2350.973311,2007.508664,1345.065632,25330.27492,8017.43898,17183.54785,4841.386566,7393.680847,0.135170281,0.231844025,0.273390904,0.11744363,1.68969751,0.49932065,11.81150558,52.60342105,1.501943887,0.056,0.08,1.928566393,2.916993197,7.224157743,12.33038812
916,67258.64618,69663.27669,12.08901446,10.14947292,-67258.64618,-69663.27669,Threshold Usual care,64.01381347,64.14950019,4.978534204,5.320074886,0.196,0.265,1.389388084,1.90808773,20.01976066,21.0192439,0.033,0.042,4.318893159,4.020326333,0.833,0.693,1,4,29975.18163,27947.16986,3065.944637,27691.14631,0.26611993,82.19701286,64.14950019,0.447787937,0.495351114,0.188767773,0.846140387,0.159560727,0.682102274,0.533735402,0.713438844,0.288327898,0.679508461,2.138716473,-0.578956862,-0.338448342,-0.086061355,-0.10508236,1.603521001,-0.319001416,-0.146577592,-0.088295911,0.010600993,-0.115036019,2.109243584,-0.549659423,-0.111783277,-0.064465603,0.045971161,-0.374910899,18.57678671,4.020326333,5.333412205,0.01409401,0.152878234,0.159978251,0.379795436,0.651503968,10724.15564,4209.478505,4592.274193,2721.182407,4398.540719,3678.013883,2737.77853,3434.100221,1476.510748,2880.972593,2513.206111,2065.340703,2295.670361,812.568127,1608.913616,44782.69954,17297.85034,11311.6598,3716.997526,11262.10957,0.29203395,0.255697352,0.1572028,0.20106996,1.502655925,0.51684287,22.62767166,298.7005281,2.722016844,0.033,0.042,1.389388084,1.90808773,15.69022798,13.30049075
917,70556.26747,78599.6556,8.445760047,9.093158963,-70556.26747,-78599.6556,Threshold Usual care,63.55884076,63.6777601,5.146050423,6.030337318,0.181,0.328,1.842406638,3.393220952,14.47218521,15.10350207,0.048,0.07,4.102012758,3.885617292,0.838,0.839,1,4,29973.44887,32571.86516,1912.230773,32575.88036,0.148651197,82.63958912,63.6777601,0.450679418,0.488006885,0.202221681,0.875767199,0.081963133,0.681980387,0.508917917,0.696028081,0.370982437,0.815799426,2.394785278,-0.574733572,-0.216456516,-0.075045436,-0.074498644,1.617160569,-0.413509569,-0.10865892,-0.02999099,0.047859032,-0.252210703,1.999047845,-0.3604267,-0.124037868,0.096416773,0.102421651,-0.181019649,16.7306947,3.885617292,6.030337318,0.027225463,0.225306439,0.242755496,0.360921704,0.57850231,7247.356063,4840.297686,3919.341898,3776.142401,5038.232101,5015.97438,2125.585847,2904.222878,1467.270299,2220.874127,1295.574922,1611.101568,2109.092246,1557.379238,1674.691243,34160.24632,15432.89906,8066.033777,9229.436902,7910.707366,0.034876335,0.225504283,0.187929618,0.119986667,1.620465009,0.443520647,14.1778953,67.57448438,0.953316068,0.048,0.07,1.842406638,3.393220952,10.97151428,11.83972557
918,69978.68134,76032.448,6.876156068,7.209059483,-69978.68134,-76032.448,Threshold Usual care,65.74238865,65.90097864,5.093397261,5.141599615,0.089,0.238,0.735575397,2.435836281,15.10327478,15.58130956,0.025,0.053,5.112857045,4.882111737,0.682,0.688,1,4,30021.08336,32712.84962,3714.602354,32846.17855,0.17916978,82.86896558,65.90097864,0.448778567,0.499289524,0.071177614,0.681243655,0.080822038,0.680311787,0.579387703,0.776686194,0.245884059,0.691541555,2.503319781,-0.500638188,-0.286319525,-0.105834301,-0.09004897,1.718933572,-0.487973108,-0.222941532,0.003934133,0.088672357,-0.024503504,2.082668472,-0.420818605,-0.226534631,0.025621644,0.013426188,-0.26650537,23.62064775,4.882111737,5.142391257,0.026166798,0.269193884,0.236254555,0.431072357,0.579769552,4683.334718,5467.791521,3513.095712,6029.952277,3715.896686,5663.14135,1958.456303,1917.421006,1868.700613,2697.769473,2436.688918,1426.804176,2250.276914,1659.747381,1276.066138,31139.26782,10807.71222,9570.159919,1855.935158,927.0673994,0.11618215,0.129669205,0.274001858,0.213313991,1.640741178,0.457300632,12.74421418,90.01739401,1.713493013,0.025,0.053,0.735575397,2.435836281,8.841767021,9.457567453
919,69936.03596,69987.26947,8.931510714,5.847051966,-69936.03596,-69987.26947,Threshold Usual care,65.17499526,65.30369432,5.998803472,5.494246629,0.11,0.142,1.224853739,1.366254175,16.05863601,17.01264742,0.051,0.048,4.139283965,3.631879852,0.793,0.519,1,4,29964.66795,37132.25117,2970.449736,37035.58564,0.23574971,83.04840951,65.30369432,0.453804825,0.50152439,0.126067537,0.799739262,0.207760285,0.715786824,0.617494402,0.706019069,0.163025243,0.512605581,2.27722736,-0.462368182,-0.314599325,-0.090892791,0.098282584,1.644616028,-0.555924601,-0.079487815,0.000914978,0.063693493,-0.163931684,2.075300784,-0.458984206,-0.167323213,0.006899632,0.073480856,-0.131518854,41.21468787,3.631879852,5.494246629,0.04947503,0.049218901,0.31914427,0.407652827,0.595959382,6575.684051,5241.267796,5099.453371,3982.668707,4661.026648,4297.927172,1461.434112,2691.938918,2820.120504,1907.668189,1082.941835,2287.484529,1546.757116,1710.150703,1709.19971,39419.32716,15130.0566,13918.7703,3929.512594,7192.819224,0.073861245,0.276384815,0.339129027,0.101208111,1.775705221,0.405939603,16.00216545,252.5308599,1.936131473,0.051,0.048,1.224853739,1.366254175,11.85104601,7.709633977
920,75828.47958,69835.90565,8.95617087,7.599094022,-75828.47958,-69835.90565,Threshold SF < 88,65.03042415,65.24130617,5.482324363,5.935169289,0.375,0.155,2.685715269,1.04966208,15.00043858,13.92866506,0.055,0.021,4.82658073,5.019346743,0.831,0.777,1,4,29939.15844,26979.56562,3577.913315,26665.44474,0.078605613,83.54375033,65.24130617,0.451088147,0.49959042,0.420587347,0.839160143,0.368126818,0.812756064,0.474356191,0.832503779,0.109830279,0.769357192,2.194902088,-0.444391342,-0.261304088,-0.058630866,-0.142169063,1.733325766,-0.365250289,-0.211328822,-0.123540269,0.089897816,-0.076330558,2.05691621,-0.495378617,-0.110218498,-0.133231167,0.184555288,-0.267030255,14.20043602,5.019346743,5.935169289,0.01292383,0.140978278,0.218097665,0.358748779,0.620492987,5304.273602,4318.996466,5925.640137,3784.117389,2488.926966,5518.766318,4137.453361,4011.577649,2731.70888,2165.872902,1765.751216,2153.567369,1960.918632,1177.328855,2246.674451,32397.75802,10306.76821,8060.350552,14736.94043,5032.018478,0.270387127,0.27767599,0.139179523,0.323753151,1.250167236,0.426875938,15.28223824,62.33454766,0.985902149,0.055,0.021,2.685715269,1.04966208,11.58418331,9.73063074
921,78923.6057,71586.25507,9.292999066,8.230832396,-78923.6057,-71586.25507,Threshold SF < 88,64.30012624,64.3730491,6.234225724,6.180037469,0.365,0.245,3.663600161,1.776016468,16.69398561,17.80548653,0.091,0.044,4.123014485,3.963227512,0.826,0.661,1,4,30091.03248,31166.83565,2539.831194,31246.24235,0.154251325,82.23247329,64.3730491,0.448836538,0.496038468,0.387684591,0.836460795,0.29610115,0.647901911,0.509261199,0.698479528,0.239314739,0.649151974,2.36059043,-0.527377427,-0.340090493,-0.089635215,-0.062786333,1.639373386,-0.556423613,-0.185913542,-0.163045928,0.02591493,-0.128387547,2.251515812,-0.455287017,-0.01899812,-0.151489465,0.268899968,-0.38418395,22.16783311,3.963227512,6.180037469,0.045943496,0.322293295,0.197565245,0.392832833,0.561178833,5346.656663,3706.099449,4430.350737,4304.553479,3857.486783,3437.947675,2679.083377,3252.387185,3441.775846,1622.42048,2113.814119,1251.328078,1120.218375,1585.557133,2506.183018,36385.36017,15410.48758,5732.112506,4615.84212,9446.192071,0.211632071,0.133338783,0.172946342,0.336716959,1.809747261,0.421517557,19.23078397,163.7351456,1.435076638,0.091,0.044,3.663600161,1.776016468,12.21231971,10.76053994
922,65558.04281,63114.37571,8.261386913,6.587961962,-65558.04281,-63114.37571,Threshold SF < 88,64.60196409,64.78290738,5.987170539,4.951748677,0.292,0.31,2.30310002,1.933067924,15.96456278,15.48563702,0.058,0.05,3.080438737,3.418221718,0.735,0.594,1,4,29957.15656,25637.24283,4751.999229,25562.30315,0.18732716,82.55523263,64.78290738,0.449052807,0.480454363,0.342027458,0.73981942,0.31706011,0.842341025,0.309582646,0.758246721,0.365325201,0.587791794,2.248015392,-0.402843544,-0.267293049,-0.063244087,-0.110646291,1.510443417,-0.342134146,-0.268120739,-0.059401622,0.078114169,-0.368798198,2.11919409,-0.531174807,0.064763698,-0.178239638,0.088954446,-0.283591588,14.03430922,3.418221718,4.973263305,0.033310503,0.120606332,0.346686501,0.505920224,0.55784135,3138.081118,4916.842279,4494.515109,3945.9813,5040.255622,4067.897917,3286.075488,2119.791818,3298.952278,2686.760565,1429.5545,1553.597551,2509.314589,2755.261224,1233.804049,32471.03279,10462.18099,7031.842713,9653.217199,17962.5779,0.17971677,0.283658422,0.110943099,0.215983537,1.622419139,0.43589388,15.57995042,118.0675182,1.545242736,0.058,0.05,2.30310002,1.933067924,10.81494477,8.616940136
923,65777.35498,66980.10026,3.755666495,7.352845361,-65777.35498,-66980.10026,Threshold Usual care,64.8282079,64.91869931,5.905084335,6.117204832,0.181,0.142,1.026188603,0.98117243,14.6659496,14.58363907,0.033,0.052,3.576284568,4.213546374,0.404,0.733,1,4,30013.84837,26700.47943,3007.870554,26801.96598,0.188499355,82.20847283,64.91869931,0.44867276,0.484836426,0.343220849,0.420514583,0.263701191,0.718159932,0.591913623,0.893018647,0.209133174,0.719055337,2.162422912,-0.566775749,-0.2798331,-0.095831108,-0.163503703,1.72808513,-0.490913911,-0.173532475,0.127160887,0.04893301,-0.195477168,2.097531566,-0.379710953,-0.000362024,-0.064120571,0.124502255,-0.184974426,14.43196328,4.213546374,6.117204832,0.066713445,0.21964757,0.180175975,0.348820424,0.571764544,4415.988345,5277.06629,4202.55999,4856.087576,5001.381701,4246.931505,3643.402747,2892.555803,2795.872795,3049.905821,2235.013745,1120.10016,1539.83232,1688.269516,2213.369952,25090.43992,15258.88311,8795.699749,11418.9766,7569.847938,0.092470913,0.262361955,0.238340391,0.038038786,1.303910139,0.519833865,14.56479555,57.30619466,1.480478361,0.033,0.052,1.026188603,0.98117243,4.891138449,9.646537635
924,88831.77604,85787.10495,6.354889776,8.09495892,-88831.77604,-85787.10495,Threshold SF < 88,65.25684717,65.42709838,6.227955672,6.199859919,0.336,0.292,3.404601167,2.798138903,15.13811262,16.31119928,0.061,0.061,5.170407717,5.055540097,0.612,0.725,1,4,30011.33387,31956.99036,3802.381301,31855.37431,0.169099265,83.0022376,65.42709838,0.452372257,0.508950394,0.368901377,0.626647513,0.086725683,0.680791141,0.509819938,0.856654653,0.361451963,0.72939216,2.36084351,-0.466481247,-0.188280931,-0.073748357,-0.012615227,2.002172938,-0.343572129,-0.107544628,0.001830055,0.049088275,-0.213910579,2.263253772,-0.485366136,-0.144309448,-0.000415574,0.116141784,-0.22429463,16.07780382,5.055540097,6.199859919,0.016246848,0.084926901,0.212733179,0.463010959,0.689949804,8093.780026,4412.267458,4530.048811,4260.140031,4345.704767,3788.972515,3228.442561,3188.980951,2828.952752,3932.405779,1629.302806,3132.915935,2986.081182,2423.191815,2045.046743,23052.21316,33662.22981,4049.051938,9933.885948,7252.720705,0.222128384,0.40818109,0.350112461,0.101361417,2.048965786,0.459171331,14.96833386,113.101046,1.673221314,0.061,0.061,3.404601167,2.798138903,8.394917958,10.53396411
925,80532.73945,78399.17193,9.41289755,9.872375421,-80532.73945,-78399.17193,Threshold SF < 88,64.48407296,64.57032513,4.603746133,5.150604769,0.349,0.285,3.188066302,2.518984831,16.94590602,16.2033889,0.077,0.066,5.399334354,5.508295982,0.782,0.859,1,4,29900.48513,35145.66292,4230.093576,34956.82354,0.213605261,82.36164778,64.57032513,0.448388105,0.497694465,0.37226664,0.767561505,0.192390614,0.751810562,0.464578959,0.863516608,0.303881125,0.837826882,2.307079582,-0.482904719,-0.29536899,-0.093911762,-0.052099771,1.818937423,-0.452573718,-0.190264805,-0.117142881,0.093184481,-0.06827622,1.908626238,-0.353794925,-0.030232337,0.122393981,0.041048011,-0.274319482,19.98513077,5.508295982,5.150604769,0.03404208,0.110102211,0.286653223,0.405650633,0.594082825,4300.723367,3777.305515,3995.40171,4256.058134,5174.553976,3583.165317,1788.690032,2198.114441,2046.009847,1354.304101,2301.039831,1904.905153,2072.227433,1700.252061,2908.682641,35830.70491,8931.705783,8901.18664,7561.363109,5899.953634,0.138072192,0.217190135,0.267459622,0.187946774,1.687888742,0.484894088,17.67039842,130.6967095,2.118909537,0.077,0.066,3.188066302,2.518984831,12.40470377,12.87672451
926,75959.92261,74318.39713,6.732707461,7.044567332,-75959.92261,-74318.39713,Threshold SF < 88,65.03542736,65.14755806,5.015748182,5.596915381,0.267,0.214,2.3034575,1.608464964,13.15578869,13.51066727,0.058,0.031,5.489778135,5.850368752,0.721,0.751,1,4,29991.71727,31464.18182,3990.462828,31726.57034,0.315147933,83.34364344,65.14755806,0.449380598,0.488127943,0.356583421,0.731940142,0.142079987,0.793630865,0.680735385,0.818708397,0.241791881,0.767213811,2.097305046,-0.430567831,-0.189931545,-0.043614803,0.00973094,1.955539921,-0.352014836,-0.156864942,-0.012074438,0.098945662,-0.139333742,2.013854045,-0.467575167,-0.145367432,-0.129581335,0.078562666,-0.223817303,14.75180098,5.850368752,5.596915381,0.011861883,0.076318401,0.227563328,0.455253125,0.615264941,6767.371397,4148.121692,4119.233805,4030.076865,5165.16419,3304.924707,4635.667088,1939.644002,2726.539268,1711.301509,2562.588659,1608.459012,1880.241263,1847.004799,1312.4497,30148.1723,14314.02564,11114.38595,7242.847945,4579.635744,0.125422729,0.221582916,0.227865517,0.142986643,1.557047065,0.507651486,11.75400842,31.73552358,0.990989891,0.058,0.031,2.3034575,1.608464964,8.912877096,9.250055068
927,72207.02811,63069.69805,9.826276054,9.561158536,-72207.02811,-63069.69805,Threshold SF < 88,64.49213875,64.63441883,4.937031763,4.70649455,0.347,0.156,3.169633733,1.270583392,16.39755276,15.80837471,0.075,0.046,4.659997206,4.515190999,0.888,0.858,1,4,30052.95227,20736.21162,4298.200922,20674.31815,0.238207216,82.28151668,64.63441883,0.451110121,0.498332186,0.358785859,0.898756084,0.099468372,0.678595705,0.572620731,0.492787896,0.144703853,0.840680403,2.211130517,-0.448998239,-0.162704016,-0.03887765,0.020112626,1.738681815,-0.385190579,-0.027095052,-0.105510346,-0.069326301,-0.134705746,1.908510114,-0.449314128,-0.13304729,-0.039148018,0.044383175,-0.239236642,14.42572571,4.515190999,4.70649455,0.022629052,0.193347959,0.289501962,0.439563537,0.577426806,7531.777321,4407.64388,3542.983454,3285.549933,3876.166849,3500.523437,2837.633984,2178.312062,3314.970499,3050.225677,2868.033692,2522.928612,1733.321855,1607.971683,3141.694846,27000.06124,15420.33349,6656.026405,11232.18657,5974.879266,0.243673209,0.208332216,0.179282174,0.222931007,1.593083881,0.454684275,17.95443764,97.68312693,1.302894528,0.075,0.046,3.169633733,1.270583392,12.97167925,12.43045396
928,82752.71389,87150.09563,8.884632309,8.949973635,-82752.71389,-87150.09563,Threshold Usual care,64.72808641,64.92770713,5.276635625,5.145121267,0.328,0.502,2.627852669,3.848278979,15.99234189,15.51172059,0.064,0.091,5.184962435,5.030206735,0.812,0.848,1,4,29920.44145,31194.21073,3943.745367,31118.74319,0.216188636,83.47265958,64.92770713,0.450613402,0.515852134,0.384416099,0.808763641,0.121680301,0.838765857,0.479194404,0.802430689,0.556019544,0.855784204,2.146417196,-0.337070844,-0.209761856,-0.046138848,-0.054106697,1.708151284,-0.332904248,-0.089490365,-0.034348763,-0.014577751,-0.00358725,1.970115558,-0.3699611,-0.053937068,-0.036397209,0.155155381,-0.377859095,11.5358972,5.030206735,5.145121267,0.025516259,0.132548157,0.286700397,0.387453864,0.571127413,7078.854442,4080.483532,4240.157865,3980.313886,4809.124647,3554.708715,2854.796709,3384.700576,3657.88947,2063.4272,2863.183925,1937.128955,1769.971633,1782.29698,1503.76595,38680.50204,7019.326039,12029.03932,5352.781063,6038.829894,0.190132704,0.320590405,0.278822106,0.175904725,1.542671345,0.524850937,18.74589757,44.60101675,1.091128037,0.064,0.091,2.627852669,3.848278979,11.77280018,11.83285731
929,88348.93369,82247.13703,8.957669222,8.466461579,-88348.93369,-82247.13703,Threshold SF < 88,65.32056996,65.46844698,8.172250075,7.219886126,0.348,0.231,2.965921251,2.139156563,15.40508427,15.31746771,0.074,0.061,5.986964008,5.979013975,0.819,0.811,1,4,29956.65248,35051.87531,3985.533505,35248.81232,0.226516884,83.10908045,65.46844698,0.450453374,0.491239024,0.354723342,0.806064267,0.116899789,0.803379328,0.698200326,0.807198851,0.249364105,0.803827939,2.353377916,-0.404693074,-0.381361207,-0.044118796,-0.161310607,2.010023208,-0.40052092,-0.033158937,-0.089266587,0.081919096,-0.112132372,2.399473355,-0.451792226,-0.294798883,0.0363405,0.12547182,-0.232315675,20.65891422,5.979013975,7.219886126,0.028766323,0.250233495,0.188236111,0.438600725,0.553702849,8063.191684,5160.151772,4511.246166,4434.96881,4939.295422,3016.987475,2730.358377,3270.02305,4751.049535,1493.675883,2368.662152,1621.750525,1423.494445,1383.555935,2084.901407,26270.21174,9193.883699,12343.66815,8172.552862,8201.350268,0.122970848,0.317037457,0.189623392,0.174341151,1.688617216,0.47570731,11.21328197,78.66157159,1.820426206,0.074,0.061,2.965921251,2.139156563,11.70764846,10.99739565
930,71608.96306,70327.26669,8.016773326,7.744195346,-71608.96306,-70327.26669,Threshold SF < 88,64.76021048,64.82767273,5.198802651,5.640751525,0.233,0.17,1.656023271,1.216967534,15.70238657,15.48435449,0.03,0.023,4.807398213,4.721255189,0.729,0.71,1,4,29952.90244,30025.99524,3301.01711,30047.97303,0.11082201,82.17978016,64.82767273,0.45166381,0.493659633,0.171228887,0.736155695,0.323402909,0.873671386,0.458843277,0.600246324,0.112022664,0.703428764,2.316483573,-0.508927243,-0.244504686,-0.047339493,-0.060890755,1.718101672,-0.431865612,-0.074281295,0.001189081,0.056911237,-0.054503367,2.05475959,-0.421689888,-0.1715048,0.002416649,0.224945182,-0.254542088,18.53049426,4.721255189,5.640751525,0.017815385,0.240425226,0.227802935,0.336675759,0.610138925,6478.240755,5259.520906,2896.75161,3032.401208,3718.014991,2504.771675,3223.029183,2452.10929,2697.161067,2290.371247,1741.842974,1725.096182,2007.73603,1631.412837,1827.080189,33916.38968,28328.60543,11858.92246,7869.266495,5317.405454,0.379337898,0.215332253,0.132503836,0.309448523,1.678454684,0.448159134,14.94112095,79.71488878,1.17159618,0.03,0.023,1.656023271,1.216967534,10.35817479,10.02867355
