"","Parameters","Per Person EVPPI ($)","Standard Error","Indexed to Overall EVPI","EVPPI for Canada Per Year ($)","EVPPI for Canada over 10 years ($)"
"Set 1",6+7+8+9+10+11+12+13+56+57+58+59,100308.864153889,1061.71470658585,0.957983486911594,501544320.769447,5015443207.69447
